timesteps,episodes,total_reward,total_intrusions,average_drift,TimeLimit.truncated
56,1,-3.7509283803963234,0,0.8483800679279148,False
356,2,-53.46282295410017,1,1.7487607651366723,True
656,3,-54.35832746991808,1,1.7786109156639354,True
956,4,-51.846514901155544,0,1.7282171633718515,True
1256,5,-58.50665447404251,0,1.9502218158014186,True
1324,6,-6.961684425208186,1,1.0237771213541453,False
1624,7,-49.97118847408213,2,1.5990396158027376,True
1651,8,-6.386593896461513,6,0.5135532949857464,False
1951,9,-50.8138309819138,3,1.5937943660637939,True
2118,10,-22.012623415735277,0,1.3780014021398375,False
2268,11,-20.321201181181426,0,1.421413412078762,False
2568,12,-45.91026066277594,0,1.53034202209253,True
2868,13,-57.82214687095016,4,1.7940715623650048,True
3168,14,-49.607212658859396,2,1.5869070886286465,True
3468,15,-57.08373842474983,2,1.836124614158327,True
3768,16,-49.45480909141033,5,1.4818269697136779,True
4068,17,-48.6789086777723,2,1.5559636225924103,True
4368,18,-46.22939012823198,1,1.5076463376077327,True
4429,19,-7.7028536198393445,3,0.934894036039237,False
4465,20,-3.7637304713485134,2,0.7677029087079202,False
4565,21,-12.947036302589225,2,1.194703630258922,False
4682,22,-19.17246786786381,5,1.296792125458447,False
4980,23,-49.238867264777674,7,1.4509687001603242,False
5280,24,-45.22189743805505,0,1.507396581268501,True
5347,25,-15.32648431358019,9,1.093505121429878,False
5470,26,-16.958071211436557,2,1.2974041635314273,False
5540,27,-6.29432578566384,0,1.0420465408091204,False
5673,28,-16.679891180405786,0,1.3293151263462992,False
5750,29,-16.62386328903659,8,1.2498523751995558,False
6050,30,-46.65639090462413,0,1.5552130301541374,True
6218,31,-28.205456262332685,5,1.4408009679959928,False
6272,32,-15.746675846386218,11,1.0641992308122612,False
6323,33,-4.216842269394168,0,1.0229102489008173,False
6410,34,-16.284051601176174,7,1.1820748966869166,False
6450,35,-2.5489500707335857,0,0.8872375176833962,False
6494,36,-3.033539727653005,0,0.916713574466592,False
6554,37,-6.754459938098848,2,0.959076656349808,False
