timesteps,episodes,total_reward,total_intrusions,average_drift,TimeLimit.truncated
84,1,-9.202410259218526,0,1.2145726499069673,False
384,2,-49.9721764479972,0,1.6657392149332388,True
684,3,-65.82158417348457,0,2.1940528057828175,True
984,4,-75.99642192337339,5,2.3665473974457805,True
1284,5,-56.24404847795227,11,1.5081349492650766,True
1320,6,-10.945179968755713,9,0.8181055468765859,False
1620,7,-79.24765901644227,30,1.6415886338814074,True
1920,8,-45.749802034201714,0,1.524993401140058,True
2013,9,-11.998608205568553,2,1.1826460436095216,False
2167,10,-21.213574982750796,1,1.3775048690097909,False
2220,11,-4.005970282641277,0,0.9445226948379768,False
2520,12,-61.97886811418725,0,2.0659622704729084,True
2820,13,-65.34264035854889,3,2.0780880119516296,True
2882,14,-23.523561632143455,18,1.0521873600231382,False
2919,15,-1.7089996429426484,0,0.7321620656601754,False
2950,16,-2.1434648678085617,1,0.6914402799382453,False
2985,17,-6.575740813951708,5,0.735925946843345,False
3025,18,-2.0148191705949867,0,0.7537047926487465,False
3077,19,-3.7816162176040358,0,0.9195415803084681,False
3377,20,-85.74101127639324,3,2.758033709213109,True
3432,21,-4.685527769713725,1,0.8519141399479502,False
3466,22,-0.9929863400771417,0,0.5861724529638652,False
3766,23,-47.52114965862166,3,1.4840383219540547,True
3814,24,-5.5268736861042145,2,0.9430986846050448,False
3871,25,-4.50718650827753,0,0.9661730716276373,False
3911,26,-2.657880103061271,1,0.6644700257653178,False
4000,27,-9.83203013538979,0,1.217082037684246,False
4067,28,-8.878459692833582,2,1.1758895063930723,False
4108,29,-3.1017524032795225,1,0.7565249764096394,False
4148,30,-2.185618411666476,0,0.7964046029166189,False
4181,31,-1.714257516593765,1,0.5194719747253833,False
4220,32,-7.670725698117304,6,0.6848014610557188,False
4268,33,-3.006354240631298,0,0.8346571334648537,False
4334,34,-6.056942443749662,0,1.0692337035984332,False
4390,35,-9.79167054030453,5,1.0342268821972378,False
4417,36,-2.2439001231172746,2,0.4607037493026941,False
4456,37,-2.658007063324474,0,0.9379505290575574,False
4488,38,-10.234559470594506,10,0.3857998345607834,False
4529,39,-15.081327586419798,12,0.9954457527853176,False
4570,40,-1.9209229784183584,0,0.7124202386386241,False
4620,41,-4.186402608507135,0,1.0372805217014267,False
4657,42,-8.154740988421572,7,0.5823624293031272,False
4695,43,-10.551099890518802,9,0.6713420764523156,False
4725,44,-7.020475062976633,6,0.6734916876588779,False
4755,45,-8.075139975672233,7,0.6917133252240781,False
4790,46,-6.057118665575343,5,0.5877481901643838,False
4819,47,-3.512231008996215,3,0.5214589686193843,False
4855,48,-4.010664840511994,3,0.5585180112533316,False
4897,49,-5.8102116809457565,4,0.669098019272799,False
4927,50,-5.689773523813026,5,0.5632578412710088,False
4952,51,-3.014037280926051,3,0.40561491237042047,False
4996,52,-2.7760728343216394,0,0.8581983714367358,False
5035,53,-6.164311482349784,5,0.5549516621409699,False
5061,54,-3.2928765433170475,3,0.4972602089680952,False
5092,55,-1.1162611979502697,0,0.6826649025646031,False
5124,56,-6.088888312665485,5,0.6527775977079635,False
5148,57,-5.066319891130911,5,0.4442999546378799,False
5200,58,-3.5233248618954804,0,0.8698701657491308,False
5238,59,-4.541814176087481,3,0.668898467391442,False
5283,60,-2.9487224545528683,0,0.8774938787895261,False
5333,61,-6.6914054156342395,3,0.9382810831268478,False
5383,62,-3.887104838980426,0,0.9774209677960853,False
5421,63,-2.19461085911978,1,0.5775291734525737,False
5455,64,-3.916217446679874,3,0.5635933666705512,False
5499,65,-1.8731597693543025,0,0.6529908566714321,False
5535,66,-4.88463373435076,3,0.8012871484307669,False
5565,67,-6.004462939749111,6,0.33482097991637044,False
5598,68,-1.2924889471093932,0,0.6946936203361798,False
5631,69,-11.228570223210584,11,0.3722940070335098,False
5660,70,-0.5735022327329442,0,0.5425869768044635,False
5707,71,-3.718061076735279,0,1.0038427822841014,False
5750,72,-2.0744035055746535,0,0.7149775594359661,False
5785,73,-7.391165791907983,6,0.6831902262594239,False
5818,74,-5.953409585890621,5,0.5919422987547333,False
5866,75,-4.073960715171904,0,1.0570751489941463,False
5915,76,-2.771173411589692,0,0.7696272268550394,False
5953,77,-5.839247044567312,4,0.7471702748861349,False
6006,78,-6.841560619669064,3,0.9135020037111445,False
6048,79,-3.7601311156451223,2,0.6571740751536007,False
6089,80,-6.268799841489498,4,0.7972682540218288,False
6121,81,-2.3980023727938535,2,0.43687574149807906,False
6163,82,-2.2502985871745453,0,0.773880615993939,False
6192,83,-8.556877316715362,8,0.5368542471432282,False
6230,84,-2.7990761405093547,1,0.7365989843445672,False
6266,85,-2.2639317907480185,0,0.9066477196522276,False
6307,86,-7.272497369766985,5,0.7981700901870691,False
6349,87,-1.7085637680698451,0,0.6448961352547252,False
6382,88,-4.7503990811481165,3,0.833454267014581,False
6415,89,-5.246438665982792,4,0.6807389896917554,False
6463,90,-3.7936503248568,0,0.9986771510118334,False
6496,91,-1.3373012242343303,0,0.7082730982528271,False
6534,92,-3.2852607989098153,1,0.8645423155025833,False
6678,93,-77.99418171525211,60,1.3190403968925108,False
6714,94,-1.4686766650721446,0,0.6857435180755957,False
6751,95,-3.3555296354927098,2,0.6366296312142459,False
6805,96,-5.380480272249079,1,0.9963852356016809,False
6840,97,-5.085639828866661,4,0.5958970939619029,False
6894,98,-4.2179627761456695,0,0.9662894029899388,False
6923,99,-6.154467472242567,6,0.39809223180778197,False
6954,100,-6.200465093368498,5,0.7098274494737093,False
6980,101,-12.109876619316866,12,0.4268756228141783,False
7012,102,-6.164262120182684,6,0.3638319125570887,False
7045,103,-0.9921318017160049,0,0.6036763035503044,False
7082,104,-3.2037267632894526,2,0.5956018279160683,False
7120,105,-1.83491879945861,0,0.7460312630154237,False
7146,106,-3.4629246916177614,3,0.562663342929908,False
7186,107,-3.61274468853704,1,0.9031861721342599,False
7217,108,-8.31538529241322,7,0.7468984814236187,False
7253,109,-4.137245188457397,3,0.5936792190159438,False
7289,110,-12.454357839006938,12,0.4039882886130386,False
7326,111,-4.5111018472252455,3,0.6786761749257417,False
7351,112,-5.638291014309244,6,0.2553164057236979,False
7380,113,-5.400290688836309,5,0.4828588582194167,False
7421,114,-3.752206086570121,1,0.9151722162366148,False
7454,115,-4.988123120989588,4,0.6024615518150267,False
7488,116,-1.989007136980986,1,0.585002099112055,False
7518,117,-2.849874617451025,3,0.28329153915034194,False
7553,118,-0.7822352485907909,0,0.5092100710259405,False
7594,119,-2.2715612279479993,0,0.7979417629141464,False
7633,120,-3.222040552697571,2,0.569753987871172,False
7662,121,-3.1343913340161764,3,0.3911694255228195,False
7698,122,-1.6118572555205706,0,0.7255159043112696,False
7740,123,-5.518207209056662,4,0.5995731450134911,False
7770,124,-8.5149475309626,8,0.5049825103208664,False
7805,125,-8.733550601849972,8,0.4953001719571352,False
7842,126,-2.173536267379374,1,0.5874422344268577,False
7890,127,-16.661994829305865,13,0.9712489227720562,False
7923,128,-4.6898601890787335,4,0.5120788451753738,False
7954,129,-12.157044764193248,12,0.37324024651395077,False
7979,130,0.00043003367157845585,0,0.3998279865313684,False
8039,131,-6.989528799953247,2,0.9982547999922081,False
8079,132,-4.4160564647595635,2,0.8540141161898905,False
8119,133,-0.9709131071221495,0,0.4927282767805374,False
8155,134,-2.726985372265789,2,0.47971815896271913,False
8182,135,-2.287889027918416,2,0.47699593626608006,False
8227,136,-2.746894459775611,0,0.8326432132834692,False
8274,137,-2.5588644248428913,0,0.7572051967750836,False
8317,138,-3.8692534047370843,1,0.8998263731946707,False
8351,139,-3.2963460883777773,2,0.6753959083464052,False
8389,140,-3.7920988467100014,3,0.4716049596605267,False
8421,141,-5.253632259417631,5,0.39176008106800975,False
8460,142,-1.1744230551702226,0,0.5575443731205699,False
8494,143,-11.310044104674743,11,0.3853070896102188,False
8535,144,-1.5524183231259938,0,0.6225410544209738,False
8566,145,-0.9811492136799257,0,0.6390803915096537,False
8604,146,-4.344284869448826,2,0.8800749656444281,False
8690,147,-9.539142599558616,0,1.2254816976230951,False
8746,148,-4.666389777353434,0,1.011855317384542,False
8786,149,-9.76665064685137,8,0.6916626617128422,False
8867,150,-8.228293679951165,0,1.1392955160433538,False
8901,151,-4.941385406607387,4,0.5709957078257024,False
8934,152,-5.323847353589644,4,0.7041961677544379,False
8974,153,-4.055772168581175,2,0.7639430421452937,False
9016,154,-1.7915053236959064,0,0.6646441246895015,False
9050,155,-0.5694575052868636,0,0.46160514861378354,False
9091,156,-2.4126272902914936,0,0.8323481195832909,False
9141,157,-3.691494415011209,0,0.9382988830022414,False
9175,158,-3.5621700554747604,2,0.7535794280808116,False
9213,159,-1.1684486365797166,0,0.570644378047294,False
9245,160,-1.0259925383920452,0,0.6331226682475142,False
9273,161,-1.4668869980073924,1,0.5238882135740687,False
9310,162,-1.7567251723930601,0,0.7450608574035297,False
9366,163,-5.879291076363502,2,0.8713019779220537,False
9404,164,-2.1427333874521857,0,0.8270351019611017,False
9438,165,-4.042716098266936,3,0.6007988524314521,False
9483,166,-3.1933074647551747,0,0.9318461032789276,False
9521,167,-1.8681098707664638,0,0.7547657554648588,False
9550,168,-2.9895515628367404,2,0.6860522630471515,False
9595,169,-5.72159093724242,3,0.8270202082760933,False
9630,170,-3.632799511387451,3,0.46651414611070013,False
9659,171,-4.884426787815949,4,0.64980234062619,False
9704,172,-5.7232225551004365,3,0.8273827900223197,False
9750,173,-2.5300762589263797,0,0.7674078823752998,False
9793,174,-1.8836544943773568,0,0.6706173242738035,False
9837,175,-4.267514392450393,2,0.7426169073750895,False
9873,176,-3.592146054661172,2,0.7200405707392143,False
9919,177,-5.337772965892969,2,0.9429941230202109,False
9951,178,-4.077371685660868,4,0.33667865176902084,False
9981,179,-4.968295995618055,4,0.6560986652060181,False
10016,180,-2.026301889328821,0,0.8646576826653775,False
10044,181,-0.4329329809938023,0,0.5117617789263579,False
10077,182,-1.5822313952553864,0,0.782494362198602,False
10120,183,-1.597171875797497,0,0.6039934594877899,False
10162,184,-2.671150316985798,0,0.8740834088061421,False
10194,185,-0.7390836379687712,0,0.543463636865241,False
10231,186,-6.7645983619576535,5,0.7471887464750414,False
10281,187,-6.168662202360904,2,1.0337324404721808,False
10316,188,-3.6108149632467295,2,0.7459471323562082,False
10358,189,-1.7785191073730937,0,0.6615521684221649,False
