total_int,total_rew
1,3.043180034386427
6,-1.9065399028802683
0,4.046730953457772
0,5.223687430777586
2,1.7924583641063796
0,6.282725152523929
0,4.472869869934031
0,1.715797191860346
0,3.531043218242856
1,0.07493763731035474
1,3.196434358887502
0,2.630904114336229
0,4.955126418127373
1,0.4924286179460101
0,5.324880237988229
0,1.9025640112419189
0,4.700166799378978
0,3.6637600122243983
0,5.112584616497253
0,4.914227764019925
2,1.5682176847783178
0,4.554596411366667
0,5.389082050979166
0,4.700209599218673
2,-6.646245518484567
0,4.3295940632566445
0,5.149973287290676
0,5.298878005488254
1,2.567654408069626
1,5.149969582896645
0,3.608224112353536
0,4.153345948991532
0,4.920651746044733
0,4.299558327954229
2,2.8478209855993244
0,4.088298144147111
0,5.149643824722279
1,3.4206830846644443
0,4.050349471952237
0,4.993553781987536
1,3.972817979654462
0,3.5330283982815116
0,3.4754951537439878
0,6.29222669925662
0,3.9688056769036324
1,2.201825789796796
0,4.098717709730204
1,4.377593612512429
0,5.077901210885194
1,3.2867934018512246
0,2.334460672976208
0,5.075750047743467
1,4.0468748138470385
1,2.349296223160543
0,5.25533667722118
0,5.851107053463952
0,4.273456679026858
0,2.708963865093436
0,5.879943482851006
0,4.771491700842499
0,5.176891594309913
0,3.464158594147949
3,0.6472301442967141
0,5.424109680629609
1,3.7576221977778586
5,-0.8947769172247748
1,5.2265687811086
1,4.135776564756931
1,5.060361522585616
0,4.667904294844173
0,3.3221759945686298
0,1.7352284204752546
0,4.829607219282595
6,-0.9903547453421722
0,4.061023357872037
0,5.388664202171051
0,5.808708241525485
0,5.440280136517915
1,3.728996208753042
0,5.346089964471135
0,4.637481293714875
0,3.9979506243417955
0,2.2975769770510914
1,1.6476532334189038
0,5.659406611691335
0,5.6990549987710555
0,6.215947284636169
0,6.044047451952222
0,1.2040799392603836
0,4.41512720549864
0,4.7315556222227775
0,5.494310195085581
0,4.791527586434234
0,4.111767935699033
0,4.460533156548649
1,2.3595217218215483
1,3.7508829331027114
0,4.508550238503405
0,1.496968624888071
0,3.957852190257853
0,4.610858041890536
0,4.950147361935223
0,5.586738578250418
0,-0.38158148960055394
0,4.876798879912792
0,3.753997064322949
0,5.525209871889478
2,3.3789577419002113
0,3.7222412204728794
0,4.812381856335256
1,2.675831314858166
1,3.444282394618999
