total_int,total_rew
1,-16.08278663757673
3,-40.37069736652112
7,-47.28669520396603
0,-25.500284344590234
3,-28.810071344639635
1,-29.86041703152093
0,-40.40175239991285
0,-25.7204114261371
0,-24.07641909001422
3,-49.51889821917686
1,-22.93826222819757
0,-27.556417209971034
1,-25.03104415998229
1,-22.335849967009235
0,-33.547816729443795
2,-24.582409538470635
0,-17.16956643267106
3,-23.642819121799434
2,-29.011512188695043
1,-27.941075325567446
0,-22.508637889496715
1,-13.913757198791517
0,-39.10362633299019
1,-33.24643585017087
0,-24.91474148301223
0,-19.006156083614254
2,-34.79339405220068
0,-25.439116386728575
1,-18.71074705341925
0,-27.121201498255708
2,-41.67569006605229
0,-21.591194143088103
1,-27.53892996978622
0,-26.936882672431697
0,-32.40529468225386
3,-32.48232583245992
1,-15.94491979497794
0,-7.770778973220814
2,-19.60365834200838
1,-49.4508280611448
1,-24.50258518726072
0,-21.27244163295635
1,-28.787808649509298
0,-21.44470916027389
1,-33.82294523457466
2,-18.462914453530246
1,-36.278084322596804
2,-20.622962266918883
1,-39.889287526502706
1,-17.240310639305502
1,-18.003503316198962
1,-35.48295487535173
2,-35.93476048173076
1,-22.8041646543475
1,-31.20765851761046
0,-21.539623664062905
2,-29.515871457012018
1,-26.946778425115927
1,-27.01468519040994
1,-28.54266948891556
1,-35.273074115571966
1,-20.797185435571727
0,-23.05636176590546
2,-25.876331802440333
0,-49.73427296108054
2,-28.84531140188836
1,-21.836135313984137
2,-28.614288595132148
2,-24.491418350506184
1,-25.41430738612372
0,-26.962919805644887
0,-16.627679700421965
0,-33.98219329264981
1,-25.301232475859425
1,-16.733927998122347
2,-27.223248119076374
1,-34.71630235926811
1,-21.035457539295475
0,-24.11658352401324
0,-17.213727960904865
1,-20.951937577478134
2,-54.84859705130352
0,-15.177786866781844
1,-17.866253201236397
0,-20.17679710322805
0,-44.62951186439746
0,-19.02303166877377
0,-55.53930531991508
0,-35.52177692957014
1,-28.9611641004773
2,-21.239877014490155
1,-17.774422524228033
0,-25.5878560028738
0,-22.190829472739846
0,-29.48279481610742
1,-24.91093580711346
0,-34.96520963204562
0,-23.730653796859922
0,-27.311061466329352
0,-41.629245609652116
