timesteps,episodes,total_reward,waypoint_reached,crashed,average_drift,TimeLimit.truncated
17,1,-5.089459897238321,0,1,0.4961167423936781,False
28,2,-5.024598380420184,0,1,0.21872153191696983,False
104,3,-5.713416656746456,0,1,0.9341723940604492,False
224,4,-6.671326466656853,0,1,1.3840478410382633,False
237,5,-5.115979291810205,0,1,0.813603676514731,False
475,6,-9.239366541963657,0,1,1.7735106877282627,False
508,7,-5.184705046676816,0,1,0.5209615010237025,False
571,8,-6.0874141841734515,0,1,1.7028739387767913,False
608,9,-5.146138478570026,0,1,0.3915388821756937,False
621,10,-5.037738025562046,0,1,0.2666488938993939,False
640,11,-5.0784045576309875,0,1,0.3624490829725015,False
712,12,-5.391036069481528,0,1,0.5424622278538839,False
729,13,-5.048032962684802,0,1,0.27326716013987296,False
734,14,-5.014220243299314,0,1,0.2779942235671196,False
1234,15,-7.651959800477414,0,0,1.528389692993917,True
1300,16,-5.9222319371356065,0,1,1.3566226038450853,False
1335,17,-5.797864783237121,0,1,2.2043893396236793,False
1556,18,-7.7010812304258,0,1,1.214699967392394,False
1627,19,-6.537639572516692,0,1,2.142619147428349,False
1643,20,-5.154496880315627,0,1,0.8678729358623533,False
2143,21,-7.739989488494773,0,0,1.5443103632862274,True
2145,22,-5.007514256064689,0,1,0.17289844779680508,False
2285,23,-7.351359940656954,0,1,1.6761391147141234,False
2339,24,-6.145263594188078,0,1,2.082469587919475,False
2376,25,-5.38404204519627,0,1,0.9876468911778369,False
2531,26,-7.819797055374522,0,1,1.8129873594623156,False
2567,27,-5.1564391102108855,0,1,0.4111534394172444,False
2841,28,-9.060923392943817,0,1,1.4750112470084742,False
3341,29,-8.861767689554867,0,0,1.767188074278214,True
3356,30,-5.053618395906268,0,1,0.33424058734112144,False
3361,31,-5.009908614933109,0,1,0.10991824900341272,False
3368,32,-5.042402859177459,0,1,0.45628495385027906,False
3374,33,-5.019946419549381,0,1,0.22987367005523374,False
3453,34,-6.231934329852918,0,1,1.5446550313328649,False
3475,35,-5.1817152489071105,0,1,0.769434450166086,False
3619,36,-7.782117364038033,0,1,1.9291994316088779,False
3654,37,-5.354585662432442,0,1,0.9724350439765074,False
3679,38,-5.289868062063268,0,1,1.0535477509234785,False
3692,39,-5.099280680608162,0,1,0.6666016717677583,False
3805,40,-7.52738054090374,0,1,2.217095833660357,False
3892,41,-6.896276938773376,0,1,2.1516744613360297,False
3955,42,-5.721486856824961,0,1,1.117218256619267,False
4055,43,-6.650691700335529,0,1,1.6296628253112013,False
4159,44,-6.868520646488256,0,1,1.776703439231197,False
4168,45,-5.091812664882176,0,1,0.8583851267999002,False
4176,46,-5.050706497661854,0,1,0.5235898407334698,False
4433,47,-8.975106802332897,0,1,1.5397003539210854,False
4442,48,-5.110380740203934,0,1,0.9926379422092013,False
4445,49,-5.011836282382596,0,1,0.30437331483952546,False
4472,50,-5.277226313234826,0,1,0.9967601614627788,False
4490,51,-5.145086441255597,0,1,0.7081404344686809,False
4510,52,-5.411611479382125,0,1,1.939753106486669,False
4554,53,-5.500078036992562,0,1,1.1060760005941894,False
4591,54,-5.145138873867936,0,1,0.3733751800867735,False
4592,55,-5.000244424191105,0,1,0.002222038100952962,False
4756,56,-6.90071621574555,0,1,1.1577804420473687,False
