timesteps,episodes,total_reward,waypoint_reached,crashed,average_drift,TimeLimit.truncated
100,1,-2.0888855765360317,0,0,2.0679872483802564,True
109,2,-5.000245088967683,0,1,0.00203007204356604,False
169,3,-6.380213871360964,0,1,2.2676791343169596,False
269,4,-1.5932782048484377,0,0,1.5921302437361613,True
270,5,-5.003089284359622,0,1,0.028084403269296412,False
370,6,-1.566458244629592,0,0,1.5643070092031848,True
375,7,-5.043349446837532,0,1,0.6051240653542617,False
475,8,-1.6022321403059623,0,0,1.5741311290187443,True
500,9,-5.611802074150027,0,1,2.3403705645026087,False
586,10,-6.179159924269468,0,1,1.3456307228187012,False
591,11,-5.043287453318821,0,1,0.6033398961601847,False
691,12,-1.580139511872413,0,0,1.5609218766889759,True
791,13,-1.964380146635168,0,0,1.9565412738094594,True
889,14,-7.421137313610254,0,1,2.445057430674532,False
904,15,-5.164652984661709,0,1,1.0279713289780397,False
1004,16,-1.568671288122551,0,0,1.566936064433297,True
1007,17,-5.018869920042191,0,1,0.34045373755632946,False
1107,18,-1.3655326652012971,0,0,1.3643308906279907,True
1114,19,-5.09231299985293,0,1,1.0081868419302837,False
1214,20,-1.5656784595313442,0,0,1.5630715683101002,True
1314,21,-1.5763176729328605,0,0,1.5722746974948973,True
1414,22,-1.5931935668384758,0,0,1.5832189771272018,True
1514,23,-1.5249806385018703,0,0,1.5098392634433595,True
1614,24,-1.9923605300528722,0,0,1.9732923754656828,True
1714,25,-0.45668416564792197,0,0,0.4555083504851307,True
1814,26,-1.5655955136388926,0,0,1.5634878083309278,True
1914,27,-2.471817165295978,0,0,2.44671086077254,True
2014,28,-2.7696190213289102,0,0,2.741532904549803,True
2114,29,-2.7384554508520305,0,0,2.7115545593592816,True
2115,30,-5.002955439868733,0,1,0.026867635170294793,False
2159,31,-5.960666767023037,0,1,2.1238444100426612,False
2249,32,-7.132524649432931,0,1,2.341876446411307,False
2291,33,-5.482202269589848,0,1,1.1265266986618265,False
2292,34,-5.003097365258982,0,1,0.02815786599074022,False
2330,35,-5.213041904926903,0,1,0.5342253944057131,False
2430,36,-0.9254981997721583,0,0,0.9101124125975746,True
2453,37,-5.330734419632473,0,1,1.3610838927568796,False
2504,38,-6.2026068416065705,0,1,2.3204124321580264,False
2505,39,-5.003089305994497,0,1,0.02808459994997946,False
2506,40,-5.002476703352621,0,1,0.022515485023831303,False
2606,41,-1.1374548051168207,0,0,1.132757379342817,True
2607,42,-5.003093770008635,0,1,0.028125181896681208,False
2707,43,-0.9454051338275581,0,0,0.9393576423890253,True
2801,44,-7.646792808464421,0,1,2.7858184204439094,False
2821,45,-5.366383241499528,0,1,1.7302451601151534,False
2907,46,0.7765715558582501,1,1,0.2542436873198194,False
2917,47,-5.014859997084186,0,1,0.13702021111219073,False
2918,48,-5.002981400409736,0,1,0.027103640088502787,False
3008,49,-6.04005566483644,0,1,1.1525774740261314,False
3041,50,-5.823871552424085,0,1,2.431990378652956,False
3141,51,-1.190681017158536,0,1,1.1769067428194309,True
3241,52,-0.6931686297353271,0,0,0.6806606618023859,True
3298,53,-5.88433950851062,0,1,1.5070965478333007,False
3398,54,-1.232881254739287,0,0,1.2128603152027229,True
3422,55,-5.542911768242037,0,1,2.1492158339154623,False
3483,56,-6.385424376202377,0,1,2.2405520524040288,False
3484,57,-5.003089307908867,0,1,0.028084617353342143,False
3507,58,-5.556727000497079,0,1,2.3002173244326927,False
3547,59,-10.746951456627471,0,1,1.8350852784485434,False
3647,60,-1.7019699586235166,0,0,1.6983745357311806,True
3747,61,-1.6090263486650107,0,0,1.5847949128785672,True
