episode,tot_reward,tot_intrusions,tot_drift
0,-6.798554365150651,2,0.017772423574631987
1,-6.300893406100017,2,0.01569669126313879
2,-6.0759974832955645,2,0.016174593187680823
3,-13.102465322472822,6,0.0235180970942808
4,-13.344385551621187,6,0.02431915745569931
5,-9.520960316650447,4,0.01828132555182277
6,-10.641740574860718,4,0.021992518459803743
7,-10.789311144822479,4,0.02248116273120039
8,-12.794930011060318,6,0.02249976824854414
9,-11.776766281955776,4,0.02575088172833036
10,-4.438027648060598,0,0.014695455788280118
11,-16.356602372429194,10,0.021048352226586933
12,-44.948783210964635,0,0.1488370304998829
13,-27.38708100041024,20,0.024460533113941408
14,-12.019313847032032,6,0.019931502804742048
15,-9.633827724177573,4,0.018655058689329655
16,-23.186319613372255,8,0.05028582653434535
17,-5.2355607159967645,0,0.017336293761578702
18,-12.087605102773505,6,0.020157632790640725
19,-9.391419920816762,4,0.017852383843764107
20,-16.18049356544244,10,0.021460047102230817
21,-12.37327490810407,4,0.027726075854649146
22,-14.218310508471912,6,0.027212948703549296
23,-13.661833744153412,2,0.03861534352368668
24,-5.7402173399854055,0,0.019007342185382144
25,-16.27637895464034,8,0.027405228326623517
26,-15.80051272686609,8,0.02582951234061617
27,-10.718621613934683,4,0.022247091436869898
28,-17.828343971618995,10,0.025921668780195303
29,-29.860449512888554,24,0.022540190434186567
30,-5.712017284398867,0,0.01891396451787702
31,-7.041515074020027,2,0.01669375852324504
32,-29.56746757243441,6,0.07803797209415327
33,-14.145528331807988,8,0.020349431562278055
34,-16.28324463806519,10,0.020805445821407895
35,-20.571400219794448,14,0.02175960337680288
36,-9.090281131287302,4,0.016855235534063907
37,-17.58926162840909,6,0.03837503850466584
38,-35.538220920879986,8,0.0911861619896686
39,-9.470183372176091,4,0.018113189974092878
40,-12.939165697352724,4,0.031475935554058934
41,-4.1224367169909675,0,0.013650452705268124
42,-15.558263410391486,8,0.025027362286064583
43,-9.353263431656568,0,0.030971070965750205
44,-7.272070921161629,2,0.017457188480667653
45,-12.760206322663434,4,0.029007305704183417
46,-13.488401294984154,8,0.01817351422180183
47,-8.183715248841496,2,0.020475878307422243
48,-5.824967463286954,0,0.019287971732738225
49,-3.8654028603406827,0,0.014753446031834679
50,-4.7132201791274495,0,0.01560668933485912
51,-7.674565048319217,2,0.023448615902145573
52,-7.39022842902325,2,0.017848438506699434
53,-11.071597068609199,4,0.023415884333143063
54,-36.05682331826796,12,0.079658355358503
55,-13.523668010645471,8,0.018290291425978482
56,-16.45382700987648,8,0.03062980800679893
57,-8.631753959171983,2,0.021959450195933622
58,-19.833815401591423,12,0.02593978609798488
59,-7.792597795539046,2,0.01918078740244719
60,-17.44535099983599,10,0.024653480131906966
61,-14.370106635098225,6,0.027715584884431366
62,-35.3351443209913,6,0.09713623947348116
63,-10.61689375823392,6,0.015287727676271323
64,-5.092050486332161,0,0.016861094325603163
65,-13.461114216404495,2,0.03795070932584263
66,-9.589969749271495,2,0.02513235016315061
67,-36.26918836639564,28,0.027381418431774034
68,-10.630269095844545,4,0.021954533429948728
69,-7.641326184004026,2,0.018679888026503395
70,-5.334302323119933,0,0.017663252725562687
71,-13.60226007576272,6,0.025173046608485634
72,-8.814429679344002,2,0.022564336686569552
73,-8.4869677480836,2,0.02148002565590596
74,-8.276728198198661,2,0.02078386820595579
75,-18.52151922219894,12,0.021594434510592227
76,-11.35395134374486,4,0.024350832264055867
77,-7.426851365071448,2,0.02206037140272953
78,-16.807973161256786,8,0.02916547404389665
79,-15.708660937223229,4,0.03955628695007857
80,-6.029265971183648,0,0.01996445685822399
81,-14.967700539893785,8,0.025429564014210693
82,-18.10916249282336,8,0.03347404798948162
83,-10.66779147526012,4,0.022078779719404258
84,-16.725902812514253,10,0.028743174412454116
85,-18.154437887210506,0,0.06011403273910766
86,-9.337809390512637,4,0.017912112048700166
87,-12.387088270907574,6,0.021149298910290146
88,-8.247454557233425,2,0.020686935619978187
89,-42.57709699553068,34,0.028400983428910002
90,-16.57975390314755,10,0.0217872645799589
91,-10.73700775339651,2,0.02893048924965735
92,-8.105052151187493,2,0.024226397425347136
93,-39.60936307070231,8,0.10466676513477607
94,-12.043737323786663,6,0.020012375244326655
95,-14.397081988905516,4,0.03442742380432295
96,-10.673279772423994,4,0.022096952888821093
97,-5.9769550125405475,0,0.01979124176337933
98,-15.268828131331356,6,0.030691483878580533
99,-5.038633099328372,0,0.01668421556068998
100,-4.257909690504822,0,0.015539816388703703
101,-16.558441627432497,4,0.04158424379944519
102,-34.10999406199042,6,0.09307945053639206
103,-11.911020476320603,8,0.020369898314169847
104,-19.33113194984283,12,0.024275271357095476
105,-13.460005330523037,8,0.0186986483922023
106,-9.553143233932781,2,0.02501040805938008
107,-17.71291477736684,12,0.019836509643634797
108,-11.293056535082913,4,0.024473344077459377
109,-20.08921354200972,10,0.03340799186095934
110,-9.004345411663095,2,0.023193196727361216
111,-5.8643818057982395,0,0.01941848280065642
112,-5.56293686999165,0,0.018420320761561783
113,-6.083890458994293,2,0.016737255979484795
114,-8.922269783999557,4,0.01629890656953492
115,-11.880382219012265,4,0.026093980857656546
116,-19.02585795857308,10,0.029886946882692274
117,-55.51405177724011,0,0.1838213635007947
118,-4.504493969649312,0,0.014915542945858664
119,-13.234908798830533,6,0.023956651651756693
120,-67.91754547180746,30,0.12555478633048833
121,-5.334097311389958,0,0.017662573878774693
122,-12.334033762009907,6,0.02111344587336635
123,-9.843618742200698,4,0.01934973093443939
124,-11.093801261131368,4,0.023489408149441688
125,-7.017854308658985,2,0.016615411618076135
126,-7.1970352270427105,2,0.01720872591735999
127,-21.684412245433958,2,0.06518017299812563
128,-27.35780347575245,6,0.07072120356209423
129,-9.396639796194256,4,0.017869668199318612
130,-5.3022385004208115,0,0.017557081127221204
131,-20.276310441059376,14,0.021945141402305274
132,-8.885696796731464,2,0.02280032051897831
133,-57.189042112259365,20,0.12314252355052782
134,-17.090921887456282,10,0.02347987379952425
135,-10.574433537395777,4,0.02176964747482034
136,-10.037648039726689,4,0.019992212052075034
137,-12.118524887374603,6,0.02026001618335969
138,-27.473050948846467,20,0.027884518465845172
139,-14.852010676326096,4,0.035933810186510394
140,-5.302498813127222,0,0.017557943089825258
141,-20.94582157784027,12,0.029621925754438207
142,-30.203590110786294,6,0.08014433811518654
143,-16.544966123434598,10,0.021672073256405723
144,-8.801825765854096,4,0.01590008531739757
145,-9.033566967184964,4,0.01666744028869189
146,-44.03282330996659,14,0.09944643480121411
147,-11.575603041419285,4,0.025084778282845395
148,-10.682353421466146,6,0.01747146799054545
149,-6.439481113664694,0,0.021322785144585046
150,-11.703004576723924,4,0.02550663767127127
151,-18.076733335786514,6,0.03998918323108127
152,-18.452172685138578,0,0.06109990955343899
153,-4.630172204384456,0,0.015331696041008145
154,-18.917737789415057,12,0.022906416521241695
155,-14.916023749676228,10,0.017432708332185222
156,-13.158400111932169,4,0.03848067273921085
157,-11.858133352987247,4,0.026020309115851764
158,-8.590562652455095,2,0.02182305514057978
159,-18.028618288578535,8,0.033207345326418856
160,-49.95798577400656,18,0.10582114494704147
161,-11.770240542719389,6,0.02017566623328447
162,-15.343777058768122,8,0.024317142578702395
163,-8.739407323909516,2,0.02231591829109103
164,-7.531786563148505,2,0.018317174050160655
165,-17.108528115361192,10,0.02353817256742118
166,-19.941468996274878,12,0.02629625495455265
167,-9.036890504339592,4,0.01937265578592153
168,-5.04724085991276,0,0.016712718079181323
169,-13.108829315374761,8,0.016916653362168174
170,-14.686228467587322,8,0.022139829362871996
171,-13.438044442220468,4,0.03125180278880948
172,-17.525956279481598,12,0.018297868475104683
173,-14.845999922720745,8,0.022668873916293818
174,-22.30879770552311,6,0.054002641409017164
175,-18.81675573359248,10,0.029194555409246776
176,-17.516600341375746,12,0.024849551087278283
177,-5.600252604008856,0,0.019859051787265453
178,-8.561238108409244,2,0.021725954001355213
179,-19.28074754134677,10,0.030730952123664917
180,-15.566659494610063,8,0.025391474814127582
181,-18.995807517613585,12,0.0231649255550119
182,-7.860723211451574,2,0.01940636824983963
183,-26.115368019928887,10,0.05336214576135426
184,-47.26536474782805,10,0.12339524750936452
185,-21.95234509452969,2,0.06606736786268134
186,-36.76199012804026,4,0.1084834110200008
187,-8.809268921814404,2,0.024146343694377362
188,-11.131127730884197,6,0.016990489175113383
189,-12.444139477833751,6,0.021338210191502453
190,-48.28222775592548,12,0.12013982700637577
191,-7.150606639370579,0,0.025721606616440993
192,-18.477221577153713,12,0.02144775356673428
193,-50.510317296707576,6,0.14738515661161444
194,-13.073717106473767,8,0.020133798041562623
195,-17.845058651535183,4,0.04584456507130835
196,-18.88064350893719,12,0.02422761798921544
197,-4.744653402698988,0,0.016029234468577656
198,-5.410318452538004,0,0.01791496176337092
199,-11.174162499640635,4,0.02375550496569751
200,-27.98795120721666,20,0.026450169560320286
201,-20.308766647196506,10,0.034134988898001345
202,-12.538563204606591,6,0.02165087153843243
203,-14.723840946542147,8,0.0222643739951726
204,-5.942373354573033,0,0.019676732962162338
205,-5.267482586816963,0,0.017441995320585935
206,-5.548966924874309,0,0.018374062665146743
207,-23.001656937994298,16,0.02318429449666976
208,-7.624418305675234,2,0.01862390167442125
209,-5.847057691871431,0,0.01936111818500475
