episode,tot_reward,tot_intrusions,tot_drift,hdg_in,spd_in
0,-9.363133790232952,2,0.0243812377160031,nan,-1.609718051318535
1,-20.99147291659164,6,0.04964063879666102,nan,-2.113668455392591
2,-9.311469366817574,2,0.024210163466283303,nan,-1.6520653465064339
3,-19.3455682769927,10,0.030945590321168275,nan,-1.5796477477245081
4,-34.760075474149005,12,0.0807094874969822,nan,-2.374493174186531
5,-5.2425182791426135,0,0.017953829723091192,nan,-1.7148076365650025
6,-40.285365847675585,0,0.13339525115124382,nan,-2.5230831707245476
7,-68.81429826680403,10,0.19474933200928524,nan,-2.8209090746035614
8,-28.358422685971874,14,0.047544445980039374,nan,-2.38474587534542
9,-16.189552459512903,8,0.027117723375870432,nan,-1.453360723693923
10,-35.593259112671745,8,0.09136840765785367,nan,-2.0622320625275705
11,-14.450596743054046,8,0.02135959186441745,nan,-1.5014546785021003
12,-5.728209740131186,0,0.024068108151811703,nan,-1.927803834161365
13,-10.215870913672358,4,0.02058235401878257,nan,-1.879764379998642
14,-11.73208480760979,4,0.02560292982652236,nan,-1.8156038367492262
15,-28.02815800858818,6,0.07294092055823928,nan,-2.423487859630544
16,-15.639320896748787,8,0.025635305022646753,nan,-1.9599282510197236
17,-64.60012150989243,6,0.1940401374499747,nan,-2.469711378934201
18,-30.298648426035342,4,0.08708161730475283,nan,-2.1249542154687835
19,-10.228898853021287,4,0.020625492890799055,nan,-2.2036581793525536
20,-5.889198696108362,0,0.0195006579341336,nan,-0.5586803077796045
21,-6.810133114621595,2,0.0159275930947735,nan,-2.3538400536341384
22,-14.042945748520715,4,0.03325478724675729,nan,-2.120970566233039
23,-21.27011456820357,4,0.05718580982848848,nan,-1.942240246803294
24,-65.82055934330214,8,0.19145880577252367,nan,-2.8041110735758985
25,-5.043240525297119,0,0.016699471938069952,nan,-1.572474011820155
26,-17.53783853027402,8,0.03158224678898669,nan,-1.4005187266755523
27,-35.453429327758194,8,0.09090539512502693,nan,-1.8584389363654537
28,-7.468866538576132,0,0.025404307954340562,nan,-1.9703884076213045
29,-46.70024214589171,4,0.14139153028440984,nan,-2.353404844361697
30,-10.551269138353844,0,0.03493797727931739,nan,-1.6814410785351885
31,-42.55024962490959,2,0.13427234975135593,nan,-2.0841651678317388
32,-15.887434538898365,8,0.02611733291025925,nan,-1.5944730038597366
33,-8.902303994051348,4,0.023124075443638432,nan,-1.2957929538327866
34,-18.519946750646536,8,0.03483426076373012,nan,-1.7470704519263907
35,-5.263460744053259,0,0.017428677960441227,nan,-2.0205999152261507
36,-6.777647473567236,2,0.022118738303552002,nan,-1.8378421672828995
37,-38.652198553366,10,0.0948748296469072,nan,-2.295009939507304
38,-17.979048917212552,4,0.046288241447723796,nan,-1.9666206769443992
39,-29.591672532146212,4,0.08474063752366284,nan,-2.480744933245508
40,-19.193593967631777,12,0.023819847574939358,nan,-2.207523079986209
41,-9.016257077105664,2,0.02323263932816443,nan,-1.9781264488404118
42,-14.176559294367554,6,0.027074699650223837,nan,-2.218727249722459
43,-7.472750609437008,2,0.018121690759725157,nan,-1.73603826887406
44,-17.220715501747602,10,0.0347149783737866,nan,-1.5770076971707077
45,-19.881352878224863,10,0.03271971151730083,nan,-1.5902445891242942
46,-19.600188151067364,12,0.025166185930686685,nan,-1.5198439092930431
47,-6.948204025620929,2,0.016384781541791148,nan,-1.4675624519888153
48,-31.125956908617606,8,0.07657601625370065,nan,-2.29172168450171
49,-5.692615917261675,0,0.018849721580336685,nan,-2.020977320519217
50,-31.032608141516413,2,0.09613446404475626,nan,-1.8911520641120552
51,-9.76579640711781,2,0.025714557639462964,nan,-2.1080280190065093
52,-11.018407309399706,4,0.02323975930264804,nan,-2.1377478308486326
53,-12.269081427828626,2,0.03400358088684971,nan,-1.9480584421441798
54,-27.533982959584886,8,0.06468206278008244,nan,-1.791805649215135
55,-6.610729698041133,2,0.015267316880930902,nan,-1.8042920408426126
56,-9.571915877037073,2,0.025072569129261806,nan,-1.8526540752096312
57,-11.850728495621661,4,0.025995789720601372,nan,-1.8217664726269132
58,-5.486155825685898,2,0.021257047717597108,nan,-1.8331890514960922
59,-37.460938336402634,6,0.1041752925046445,nan,-2.5744736592496578
60,-7.235656715771385,0,0.023959128197918407,nan,-1.5604814867956243
61,-19.692441836103544,10,0.032094178265243606,nan,-1.817061512941951
62,-15.488186238743795,8,0.02479531867133716,nan,-1.9966555055996422
63,-10.599997815066354,4,0.02185429740088198,nan,-1.9545063265767766
64,-16.818429967827367,10,0.02727371987130922,nan,-1.8367106512451545
65,-8.299053708676473,2,0.020857793737339272,nan,-1.793129831934286
66,-8.760552313228576,4,0.016645287808491456,nan,-1.018315838402588
67,-7.471369882918296,2,0.018117118817610224,nan,-1.6953266270802934
68,-12.866357836206777,2,0.035981317338433,nan,-1.9104920636470868
69,-37.36763829198279,16,0.07368151135166492,nan,-1.640491728641751
70,-18.733913395471298,12,0.022297726475070494,nan,-2.0846090554955126
71,-8.169569583241147,4,0.015914387722294535,nan,-1.5733165712181998
72,-8.657845418939608,2,0.02204584575807813,nan,-1.8074392346137924
73,-18.953748963063546,12,0.0230256588180911,nan,-2.101140089748452
74,-23.047196706875347,14,0.03426968449574034,nan,-1.965826723908046
75,-8.668656363734135,2,0.022081643588523634,nan,-1.962288456192604
76,-12.098859914649582,6,0.020329533048832008,nan,-1.7785463918123665
77,-9.088581790275711,2,0.024785251014950143,nan,-1.7798165537306423
78,-7.623753497101251,2,0.018621700321527268,nan,-1.8366686899133646
79,-8.015582684911017,0,0.026541664519572884,nan,-2.1245145134053645
