timesteps,episodes,total_reward,faf_reach,average_drift,total_intrusions,TimeLimit.truncated
1918200,38364,-8.723035346144597,0,1.5446070692289187,1,True
1918250,38365,-7.698951028978696,0,1.5397902057957393,0,True
1918300,38366,-10.854886547479346,0,1.5709773094958692,3,True
1918350,38367,-8.779207116406264,0,1.5558414232812527,1,True
1918400,38368,-13.73236864666239,0,1.5464737293324793,6,True
1918450,38369,-8.694143249987269,0,1.5388286499974535,1,True
1918500,38370,-7.79967105192214,0,1.5599342103844283,0,True
1918550,38371,-11.70652364471761,0,1.5413047289435218,4,True
1918600,38372,-7.727822504667408,0,1.5455645009334822,0,True
1918650,38373,-7.861465427365946,0,1.5722930854731891,0,True
1918700,38374,-9.785778096615816,0,1.5571556193231633,2,True
1918750,38375,-7.774091955427706,0,1.554818391085541,0,True
1918800,38376,-7.721244261789723,0,1.5442488523579445,0,True
1918850,38377,-11.717776321258038,0,1.5435552642516068,4,True
1918900,38378,-7.704075735316556,0,1.5408151470633107,0,True
1918950,38379,-7.729705295413951,0,1.54594105908279,0,True
1919000,38380,-7.833408004524345,0,1.566681600904869,0,True
1919050,38381,-7.710509798208765,0,1.5421019596417533,0,True
1919100,38382,-8.837903057146924,0,1.5675806114293855,1,True
1919150,38383,-9.726529491728789,0,1.5453058983457586,2,True
1919200,38384,-16.77694226981591,0,1.5553884539631815,9,True
1919250,38385,-7.795318168783273,0,1.5590636337566548,0,True
1919300,38386,-10.837149272950299,0,1.5674298545900598,3,True
1919350,38387,-8.832250442190505,0,1.5664500884381007,1,True
1919400,38388,-7.726087835773492,0,1.5452175671546973,0,True
1919450,38389,-11.706298343422798,0,1.541259668684559,4,True
1919500,38390,-9.721623333258181,0,1.5443246666516368,2,True
1919550,38391,-8.821820608878792,0,1.5643641217757582,1,True
1919600,38392,-7.7533115766927825,0,1.5506623153385568,0,True
1919650,38393,-8.699766352019179,0,1.5399532704038357,1,True
1919700,38394,-7.746642800372647,0,1.5493285600745292,0,True
1919750,38395,-8.883250193022926,0,1.5766500386045852,1,True
1919800,38396,-7.736318437335988,0,1.5472636874671972,0,True
1919850,38397,-7.697394639277328,0,1.5394789278554655,0,True
1919900,38398,-14.88368820073406,0,1.5767376401468118,7,True
1919950,38399,-10.69535116239659,0,1.539070232479317,3,True
1920000,38400,-9.697731675811891,0,1.5395463351623786,2,True
1920050,38401,-8.710148800242298,0,1.5420297600484592,1,True
1920100,38402,-10.719500657000676,0,1.5439001314001357,3,True
1920150,38403,-7.715050823433049,0,1.5430101646866095,0,True
1920200,38404,-8.720882145130386,0,1.5441764290260767,1,True
1920250,38405,-7.800333363799784,0,1.5600666727599566,0,True
1920300,38406,-13.744437337737907,0,1.5488874675475806,6,True
1920350,38407,-9.856064719127968,0,1.5712129438255935,2,True
1920400,38408,-8.809739249912939,0,1.561947849982588,1,True
1920450,38409,-9.881734383497855,0,1.576346876699571,2,True
1920500,38410,-9.740666392166087,0,1.5481332784332178,2,True
1920550,38411,-9.821694727699478,0,1.5643389455398955,2,True
1920600,38412,-7.733565396280765,0,1.5467130792561532,0,True
1920650,38413,-9.774156795061556,0,1.5548313590123113,2,True
1920700,38414,-9.774259226151512,0,1.554851845230301,2,True
1920750,38415,-10.716916289846317,0,1.5433832579692646,3,True
