episode,tot_reward,tot_intrusions,tot_drift
0,-4.265252229979983,0,0.014123351754900603
1,-5.682219591816809,2,0.012192780105353636
2,-6.134134204433521,2,0.01368918610739575
3,-19.23020120095883,2,0.05705364636079074
4,-3.258992166784026,0,0.010791364790675587
5,-7.882733923998004,4,0.013117344337831098
6,-15.557038575960703,6,0.031645823099207694
7,-8.068682216132316,4,0.01484920516836603
8,-4.297475062448867,0,0.014230049875658513
9,-4.448412608443374,0,0.014828042028144528
10,-10.256887275804555,6,0.014095653231140965
11,-16.918443855153537,10,0.022908754487263597
12,-6.13087687716669,2,0.013678400255518862
13,-11.370231435452522,8,0.012863478761269182
14,-9.85085709049632,6,0.012751182418861992
15,-27.658063093300775,14,0.04522537448112839
16,-27.898243208542503,8,0.06588822254484274
17,-17.663166357384604,0,0.058487305819154276
18,-7.586005331653919,4,0.015324809109632
19,-11.595316460166835,8,0.012483737708912665
20,-7.383986160950619,4,0.014586147245476777
21,-10.143736844102287,6,0.01399911095980505
22,-12.47233119986017,8,0.01480904370814621
23,-3.6559238165399184,0,0.01210570800178782
24,-3.7504781554694304,0,0.012418801839302742
25,-8.24697305794522,4,0.014062824695182802
26,-25.143115829332018,20,0.01703018486533791
27,-6.276624669293448,2,0.014161008838720034
28,-7.877640975989028,2,0.019462387337711953
29,-5.460819182084388,0,0.01808218272213376
30,-43.43440859414889,14,0.09746492911969815
31,-4.032292234038077,0,0.013351961039861153
32,-29.875418796668967,20,0.0365756251728477
33,-20.711869817088793,6,0.04871480071883684
34,-8.538534039510862,4,0.015028258408976368
35,-5.608548417929034,2,0.011948835820957083
36,-9.429224043494225,6,0.014909669754322868
37,-8.95824766000205,4,0.01641803860927832
38,-12.375608205462202,0,0.04097883511742456
39,-6.321948774554354,2,0.017427212800622413
40,-4.546405322234353,0,0.015054322259054141
41,-7.777291246961135,4,0.013394649811918931
42,-18.251961409193807,8,0.03394689208342308
43,-4.663894100739656,0,0.015443357949469029
44,-2.7314655211123466,0,0.016067444241837318
45,-23.19258525319563,16,0.02381650746091231
46,-12.098377373934273,6,0.020193302562696268
47,-5.631714575079041,2,0.012025544950592834
48,-12.073948945426864,8,0.014244576732261757
49,-3.870611475700767,0,0.012816594290399885
50,-4.317414555844897,0,0.01429607468822814
51,-6.032817084112653,2,0.013353698954015454
52,-3.937733125715402,0,0.013038851409653636
53,-8.457283045414739,2,0.021381731938459405
54,-4.265053589016671,0,0.014122694003366453
55,-35.949428392875994,4,0.10579280924793376
56,-13.517291815803446,8,0.0182691781980248
57,-6.84931788834788,2,0.016057344001151896
58,-19.923474872443514,4,0.05272673798822361
59,-6.087444178611843,2,0.013534583372886882
60,-5.4443351506755855,0,0.018027599836674128
61,-4.025779307179214,0,0.013330395056884799
62,-14.398281148622948,10,0.015166486719389397
63,-8.089731670700596,4,0.014926027995257623
64,-15.438350815708558,4,0.03787533382684951
65,-50.42943830359824,6,0.14711734537615326
66,-4.55107734687774,0,0.01517025782292577
67,-4.1112273115952425,0,0.013983766365970252
68,-29.463244844204276,6,0.07769286372253041
69,-23.72906974558884,2,0.0719505620714863
70,-8.54899469127381,4,0.015062896328721265
71,-28.80078307810106,24,0.024003915390504976
72,-28.161159710355467,4,0.08000384010051483
73,-27.12056887037996,22,0.023065625542252347
74,-6.495489243373159,2,0.014885725971434234
75,-5.991457879036947,2,0.013956146430199105
76,-3.9709691443026873,0,0.013148904451333383
77,-5.404441503189137,2,0.011272985109897824
78,-5.511667199432158,2,0.011628037084212485
79,-4.306676608718423,0,0.01606968883850159
80,-7.65604105736752,2,0.018728612772740114
81,-35.53831509661841,22,0.044828857935822544
82,-19.02041891331408,10,0.03365827952729135
83,-7.4322674998148095,4,0.011365124171572231
84,-16.03863479838773,10,0.019995479464860116
85,-25.029755379797646,6,0.06301243503244251
86,-9.817252032417317,6,0.012639907392110258
87,-7.703785520036798,4,0.01226419046369799
88,-9.225952507294805,2,0.023926995057267638
89,-3.540855032066848,0,0.011724685536645203
90,-4.447299786777831,0,0.014726158234363662
91,-4.500307545816736,0,0.014901680615287212
92,-30.00534803213616,20,0.03313029149713959
93,-34.00951314210158,4,0.09936924881490575
94,-3.548448541968527,0,0.011749829609167314
95,-3.759188164277466,0,0.012447642928071071
96,-15.7911301301552,10,0.01917592758329532
97,-3.853799715822665,0,0.012760926211333345
98,-13.427433893366242,8,0.01797163540849754
99,-10.828218262249242,6,0.01598747768956707
100,-24.445507698858954,18,0.021342740724698217
101,-5.36893102922932,2,0.012385775842754921
102,-17.75239391640764,8,0.03229269508744253
103,-14.831852307175845,10,0.021192334680595847
104,-5.785556484154159,0,0.01915747180183499
105,-5.744945258704699,2,0.012400480989088393
106,-8.451297929331185,2,0.02255698576689223
107,-3.2657784998120256,0,0.010813836092092811
108,-3.805238785806208,0,0.01260012842982187
109,-28.23188074159834,0,0.0934830488132395
110,-19.50026579445844,6,0.044702866869067624
111,-10.787470179342296,6,0.015852550262722868
112,-10.175520092138282,6,0.013826225470656461
113,-17.94855309391504,6,0.039564745344089575
114,-5.986940650457224,2,0.013201790233302074
115,-25.33223659495872,6,0.06401402846012816
116,-8.229636356617283,4,0.014005418399395
117,-7.864898743708507,4,0.017101321874816458
118,-50.809405221491815,14,0.12188544775328371
119,-8.711512963372606,2,0.02222355285884979
120,-20.37585152705975,16,0.014489574592913215
121,-8.156644501428413,4,0.01376372351466352
122,-7.928693148349305,4,0.013008917709765906
123,-17.968620452983096,12,0.01976364388404975
124,-34.05615096091802,20,0.0465435462282057
125,-4.455547800910113,0,0.014753469539437453
126,-4.988157669833041,0,0.01651707837693056
127,-8.586217498882943,4,0.015186150658552897
128,-26.988456017105296,6,0.06949819873213656
129,-5.516079441120891,2,0.014410161643937991
130,-53.621573086010656,6,0.15768732809937325
131,-6.3607316515998,2,0.014439508780131791
132,-3.25374739427397,0,0.010773997994284672
133,-6.268297561641128,2,0.014133435634573296
134,-17.45504515514702,12,0.018063063427638918
135,-3.636619519311567,0,0.012041786487786662
136,-8.954625587655173,4,0.017084915819500574
137,-7.744070962543133,4,0.01239758596868588
138,-14.220325310422254,10,0.015072590394365223
139,-13.379997389003856,8,0.019078004925545677
140,-6.556821369938088,2,0.015088812483238687
141,-39.824301604930504,16,0.07888841591036587
142,-3.238196993575196,0,0.01072250660124236
143,-13.249934731464716,8,0.017383889839287146
144,-6.037984754644068,2,0.013370810445841257
145,-13.189457500911356,8,0.017183634108978083
146,-19.2303073718072,14,0.017318898582143166
147,-4.672473383775822,0,0.0154717661714431
148,-7.8716960337257085,4,0.014130277495349324
149,-51.86861973900403,4,0.15850536337418555
150,-8.288879970267734,4,0.014201589305522289
151,-4.389833599249177,0,0.01453587284519593
152,-8.68734020412491,4,0.015520994053393735
153,-7.189392587635625,4,0.013514375371337371
154,-3.7037783709154946,0,0.012264166791110897
155,-27.783319170891033,0,0.10290118211441147
156,-5.682550998247198,2,0.012193877477639777
157,-6.1588375880936415,2,0.013770985391038541
158,-9.249255062952649,4,0.01738163928130017
159,-5.026637010460785,0,0.021120323573364665
160,-10.460838638974964,6,0.01798725257651195
161,-11.055023819973933,6,0.01673848947011223
162,-10.940525186262297,4,0.023135083954207745
163,-10.852315253624438,6,0.018105653931434387
164,-6.061755495280879,2,0.01344952150755256
165,-15.050045385520452,10,0.01672200458781621
166,-10.986510323030524,6,0.0165116235861939
167,-7.810937875754973,4,0.012703126252516484
168,-3.928137833919148,0,0.013007078920262092
169,-8.824773891675267,2,0.02259858904528239
170,-6.747317633989025,2,0.01571959481453314
171,-17.274725808584044,6,0.037333529167496986
172,-33.10942015912081,16,0.05665370913616153
173,-18.63262562769402,4,0.04845240274070872
174,-18.56711097538553,4,0.04823546680591237
175,-3.9608128811162135,0,0.013115274440782181
176,-7.193389614166218,0,0.023819170907835186
177,-3.6104144557390465,0,0.011955014754102796
178,-12.308565297097603,4,0.027511805619528464
179,-7.985452469521562,4,0.013196862481859487
180,-69.68089990866508,0,0.23073145665120925
181,-7.74887613585582,4,0.01241349713859546
182,-16.253531294020867,10,0.023687618537957672
183,-12.76335971354035,6,0.022395230839537573
184,-19.661945259751313,2,0.06493362227849757
185,-4.016064865400399,0,0.013298228031127164
186,-52.42752874753983,12,0.13386598923026463
187,-14.79667326527167,10,0.015988910884238858
188,-4.171839702483716,0,0.01381403874994607
189,-23.35372788675844,14,0.030972608896551113
190,-25.95403515700679,0,0.0859405137649232
191,-10.278868312195677,6,0.014168438119853115
192,-20.09762750637639,16,0.013568303001246299
193,-15.114123544915541,4,0.03680173359243553
194,-7.251814512112183,4,0.014138323965705187
195,-4.2940306504613295,0,0.014705584419388141
196,-11.409313329135257,4,0.02453415009647414
197,-13.976495229714153,8,0.027927547802402766
198,-8.636929525993477,6,0.013054106564324207
199,-4.908134270410605,0,0.016252100233147666
200,-6.220128613319841,2,0.013973935805694835
201,-8.733575491818735,4,0.015674091032512404
202,-16.879567224835977,8,0.034416927228046415
203,-7.527159998112647,4,0.011679337742094821
204,-14.36466742759184,10,0.01616543491700667
205,-4.146866444131779,0,0.013731345841495908
