episode,tot_reward,tot_intrusions,tot_drift
0,-11.133979747840488,4,0.023622449496160526
1,-6.873955972157058,2,0.01613892706012271
2,-5.016339333573929,2,0.009987878587993194
3,-7.628951265596063,4,0.012016394919192212
4,-30.011113319390354,10,0.06626196463374283
5,-28.382946295270987,6,0.0741157162095066
6,-2.992606089923065,0,0.011083726258974313
7,-12.238905065576146,6,0.020658626044954068
8,-4.647636404805722,2,0.008944717583803127
9,-14.243695005803158,8,0.020674486774182696
10,-14.322427259400497,4,0.03418022271324674
11,-28.73328369691286,6,0.07527577383083736
12,-10.9979089257647,6,0.016549367303856505
13,-8.114560121069387,4,0.013624371261819082
14,-8.561553781223228,6,0.01000606945790323
15,-2.8278700931141234,0,0.009363808255344806
16,-21.9923113635997,18,0.013219574051654583
17,-9.141043786266456,4,0.018360870665237235
18,-5.758219703968995,2,0.012444436105857597
19,-2.4745668774952,0,0.008193930057931112
20,-8.154903701415797,4,0.013757959276211179
21,-7.801549127720442,4,0.012587911018941928
22,-4.209618594397257,0,0.013939134418533995
23,-7.172079104828337,4,0.01050357319479583
24,-5.7951962210719845,2,0.01256687490421184
25,-13.759996048891129,4,0.0372518933163784
26,-2.3297034012911344,0,0.007714249673149435
27,-13.021687889672267,8,0.016628105594941257
28,-10.479214712251004,6,0.014831836795532988
29,-51.171853398109846,4,0.1561981900599665
30,-13.381401263796443,8,0.017819209482769747
31,-11.300274305274987,8,0.010928060613493239
32,-4.3215330006784205,2,0.010272269914506284
33,-19.07082605430382,4,0.049903397530807365
34,-8.870186951687772,6,0.009503930303601815
35,-11.266419030660288,6,0.017438473611457936
36,-6.258784926162704,2,0.014101936841598363
37,-4.903889257740676,2,0.009615527343512268
38,-17.912219932268215,14,0.012954370636649832
39,-4.5695643019562135,2,0.008508491066080206
40,-4.961124151497711,2,0.00980504685926394
41,-5.1049328726507435,2,0.011249756784966435
42,-7.186471979763399,4,0.010551231721070784
43,-25.89558709287991,0,0.08574697712874149
44,-23.36943291025642,18,0.017779579173034386
45,-17.015665099120852,14,0.01753293662279543
46,-2.894920681639435,0,0.009585830071653766
47,-7.555590687536254,4,0.011773479097802174
48,-1.745414087849806,0,0.007095179218901647
49,-3.1227553939486743,0,0.01034024964883667
50,-10.755336041345561,8,0.01111022597316762
51,-20.19514255903157,0,0.06687133297692567
52,-9.822329621758946,6,0.013458907118869353
53,-5.4036082492587765,2,0.011270225990923192
54,-3.9534034606976847,0,0.013090739936085104
55,-9.156364029574135,6,0.010451536521768655
56,-7.198562606260863,4,0.01110612016062801
57,-16.851287603273057,4,0.04255393246116891
58,-35.0648239592679,30,0.022410725483486188
59,-6.813886765245013,4,0.009317505845182117
60,-24.42037084448848,8,0.054372088889034484
61,-3.396706599537699,0,0.011247372846151347
62,-2.467220468892623,0,0.008169604201631207
63,-6.745255249158826,2,0.015712765725691465
64,-15.564519008461492,0,0.05153814241212412
65,-2.82789909250907,0,0.009363904279831338
66,-6.913300969407958,4,0.009646691951681967
67,-2.3452044536050067,0,0.007817348178683358
68,-10.343777844982514,6,0.014383370347624214
69,-7.880864648435615,4,0.013023035733005442
70,-7.568919264611368,4,0.013121026708130104
71,-12.566475423723537,8,0.01691287193971684
72,-15.941492718389469,12,0.013226485632179364
73,-8.024984406065185,2,0.024491806528720274
74,-5.481941271201208,2,0.0115296068582822
