episode,tot_reward,tot_intrusions,tot_drift
0,-7.470456562341297,4,0.011491578020997612
1,-5.329734253568696,2,0.01224167004988494
2,-16.248696897137155,12,0.014068532771977336
3,-22.10204939211332,16,0.0202054615632891
4,-14.567797361223365,0,0.04823773960669985
5,-47.462349666885125,18,0.09755744922809646
6,-29.12510091799057,24,0.016970532841028226
7,-10.792245823121064,4,0.022490880209010116
8,-37.84967724993311,14,0.0910293024806607
9,-10.450589904980788,6,0.01473705266549928
10,-3.1138449368804073,0,0.010310744824107314
11,-6.272014905439489,2,0.01414574471999829
12,-17.33166065748713,2,0.05076708826982494
13,-7.703248329245962,4,0.012262411686244905
14,-2.8794434651779155,0,0.009534581010522904
15,-15.661620266566946,12,0.01212457041909583
16,-13.855328200316587,10,0.012765987418266896
17,-8.099530939564177,4,0.013574605760146281
18,-16.951847298763056,12,0.01639684536014267
19,-3.253185323046511,0,0.010772136831279857
20,-19.784040584503764,2,0.05888755160431697
21,-21.13634567928083,16,0.017007767149936483
22,-19.404529067930895,14,0.017895791615665457
23,-12.670388349979747,8,0.015464862086025533
24,-16.939561471135285,12,0.016356163811706334
25,-16.774485862615812,10,0.02368701350564982
26,-11.08158869863335,8,0.01020393608818993
27,-12.363307506707764,8,0.014448038101681174
28,-23.725519923029147,10,0.04544874146698392
29,-4.461324960860305,0,0.014772599208146716
30,-6.888029935252316,4,0.011460436251001264
31,-5.342509653470936,2,0.011067912759837586
32,-3.3136822854125274,0,0.01097245789871697
33,-11.98488826159797,8,0.015445303339527094
34,-13.12113535772959,8,0.018827703521064665
35,-10.875591130805347,6,0.01614434149273292
36,-24.147580340521447,16,0.026978742849408682
37,-13.08787308559217,8,0.016847261872821775
38,-22.122334999599843,6,0.05338521523046312
39,-18.16856062878036,14,0.014474168849931636
40,-11.071508044814903,6,0.01785742269301031
41,-13.645670269113017,10,0.012071755857989927
42,-7.741142881111954,4,0.012387890334807769
43,-21.621070989947977,18,0.012070236633159693
44,-15.33748862325384,12,0.01530958084061394
45,-11.303147686678896,6,0.017560091677744673
46,-11.299391785787538,6,0.017547654919826343
47,-2.902110578801433,0,0.011161963764620876
48,-24.453705395965745,18,0.02136988541710494
49,-5.014190674494497,2,0.009980763822829445
50,-34.048238231505046,8,0.08625244447518218
51,-14.316286056345504,10,0.014292337934918999
52,-12.03528407825485,8,0.013361867808790772
53,-20.043191081138474,16,0.014439968146923079
54,-42.495029739282145,36,0.021506720991000792
55,-8.12849660033825,4,0.013761655334460821
56,-7.238866556075975,4,0.010724723695615834
57,-7.459531305077632,4,0.011455401672442496
58,-43.23512128567846,38,0.017334838694299668
59,-26.332930774950217,20,0.02261760991053652
60,-9.190482355873959,4,0.01718702766845681
61,-21.963372369945905,0,0.07272639857597979
62,-12.84180814792141,8,0.01603247731099796
63,-12.883198016992628,8,0.016169529857591566
64,-2.74370301072406,0,0.009085109307033297
65,-8.385163037456923,4,0.014520407408797766
66,-5.4503460174629295,2,0.011424986812791223
67,-19.56402729001345,14,0.018423931423885705
68,-23.315746037306855,16,0.028355604795762934
69,-11.22337749881242,8,0.010673435426531073
70,-9.65993254712273,6,0.012118981944114874
