episode,tot_reward,tot_intrusions,tot_drift,hdg_in,spd_in
0,-36.07607353051979,24,0.06563083440499877,-0.6013197381537833,-0.5713352135159885
1,-30.347842046718608,14,0.09288546617453751,0.005899135031822053,-0.9394028205218174
2,-7.668404263085834,4,0.01852729425800932,0.49258178060173496,-1.5162048995619342
3,-18.269012693146237,4,0.10339864270395822,-0.661713570807858,-0.8006552521210245
4,-6.46970224186795,2,0.025687943918781275,0.6620484102226997,-1.6680355991531248
5,-25.767930033754684,16,0.05141015807239316,0.4128113882138247,-1.2236644060537218
6,-32.363562615393064,18,0.099746962606896,1.0145254264993127,-0.5356059939542319
7,-22.59117351017736,18,0.03763256975555207,0.8486240133257644,-1.267598551476649
8,-24.660432721065206,20,0.028768103216452002,0.16695159034771892,-0.2485347348972465
9,-27.736835414426167,18,0.046811708723203074,0.24670543197448402,-0.6266641394490412
10,-34.77687657393249,26,0.06453585716126801,0.5119790296258596,0.26550284771262395
11,-9.654712485086474,6,0.024364749900576528,0.32070851611718537,-1.0730930001493544
12,-38.80377903505721,30,0.04733214534977008,0.08238496995738817,-0.9606739487193565
13,-19.37410149009468,12,0.04788377590970597,0.46093977113698864,-0.52173511203705
14,-22.10794201064927,10,0.07761501288877724,0.6909843457750797,-1.2804629551742273
15,-14.550177794914871,12,0.01416765441619366,0.5662355972150626,-1.047969767533553
16,-28.511543252459102,24,0.02534574860932099,0.25157273375720907,-1.1166529973288684
17,-10.086077821507086,6,0.025861252034855113,0.07809400091439933,-0.8373640088725517
18,-23.845226634949164,18,0.040591851631591964,0.6160710662962325,-0.9792592325829901
19,-80.49703163727682,68,0.10243468555144904,0.3559482788212872,-0.3856297783973459
20,-7.9384701329803935,4,0.020301392438043242,0.305630303263279,-0.3937070361549784
21,-30.97358872174399,4,0.1419662564302314,1.2077087387900285,-1.165379480360517
22,-65.70346901336647,22,0.22297688272125787,1.058970843163932,-0.8775936702054887
23,-12.335333251436538,8,0.02969406336600382,0.4472361077039426,-0.7244384137530849
24,-5.240577054295296,2,0.016202885271476408,0.4098294184698025,-1.6233843236141838
25,-39.131103295030464,28,0.0722798915261715,1.0358996721099483,-0.20130444786438792
26,-30.139225455992914,14,0.13015504399994235,1.1292437672089304,-0.5991448133949175
27,-30.375652868431107,24,0.041400343301500775,0.24188565980346705,-0.47003920243073305
28,-1.4624687550275433,0,0.007779089122486919,0.36333980029287866,-1.479675008410692
29,-25.189017655104635,18,0.03391046063728601,0.270566291389284,0.27654020239836274
30,-24.396114450922195,20,0.027823509183051615,0.39431894950898766,-0.9187854532746649
31,-16.169466844979453,12,0.028954630867913035,0.043822251725941896,-0.1290414128847058
32,-3.0417763202760986,0,0.015058298615228208,0.5997901838796103,-1.0003978530045583
33,-42.49390589872506,34,0.08167217210312534,0.6337977625098294,-1.02828148252324
34,-26.597566514494243,20,0.045188811743111346,0.427389408423476,-0.9660081874394203
35,-18.776128919728613,14,0.026534049554047617,-0.021046506125842118,-1.4176790011669638
36,-2.627700448151964,0,0.015277328186930027,0.14281736685796967,-1.480675843599534
37,-24.3477550686258,10,0.07970975038125434,1.1472897232184187,-1.2482141569479266
38,-39.332917796704194,14,0.1347495627484263,1.3430575150530166,-1.689170636638672
39,-38.923095114219734,28,0.06350636694313781,0.3057124863560095,-0.9199462330921792
40,-11.97416478060637,8,0.024232712076868234,0.4442080291203882,-1.2732226258274395
41,-3.9243212308101048,0,0.026878912539795297,0.5865257106530034,-1.0037419951723392
42,-6.735223651692545,4,0.018481240889814496,0.2863660936055837,-1.6461355572226584
43,-19.821859689782528,16,0.0203290409030982,0.6889372741257056,-0.49163084868292145
44,-19.432976047979356,2,0.11940394553410517,0.4842273752900376,-1.1433507891589527
45,-4.527006686224544,2,0.0157937917889033,0.2108799702070246,-0.9915329896785988
46,-5.613177116277081,2,0.023770902080770335,0.35176809620767785,-0.4717525776472604
47,-4.953511025314625,2,0.019178643021523497,0.22285478229350228,-1.1536151775258727
48,-29.99544004837832,12,0.1232564386875231,0.46853185864580055,-1.1803260749537652
49,-8.897082930612381,6,0.015745015927241195,0.39794316927167844,-1.0378440746259319
50,-65.81572521231749,54,0.07877150141545033,0.401655077320834,0.7351824598237872
51,-30.115193295904106,22,0.04559097357249497,-0.10081332724886748,-0.678496540884299
52,-40.103834233715546,28,0.08069222822477029,-0.14409096557631468,0.09639061045770844
53,-49.07906136601565,40,0.05158557594327066,1.1709482150295198,-0.21782951412275328
54,-32.02762944948181,8,0.15017268405926135,-0.593107943553332,-1.4461564575538068
55,-2.2090813604018877,0,0.018107224265589233,0.8045951782634146,-0.5044060713611543
56,-13.065715480499549,8,0.032061490382908654,0.23454803478037584,-1.1893418236836037
57,-44.28104707136571,12,0.16639714985240056,0.8219663519662512,-1.087752251510002
58,-5.431772394282448,2,0.017873814553554468,0.29711461418968005,-0.9998273762418345
59,-19.985935698067703,12,0.06767742117006542,0.19610541443186574,-1.6856096407856351
60,-33.44320340333888,24,0.05902002127086806,0.07830875846993876,-0.5618003938044421
61,-13.05041465395063,10,0.018829720086115186,-0.3308522501586718,-0.15939827355107775
62,-43.0123950721692,34,0.05301408865981856,0.06140985632096144,-0.5597877574229941
63,-11.997670381966383,8,0.01753364202616833,0.13208121494737274,-0.9225663123478737
64,-46.26914214978277,30,0.09350081695277393,-0.2485105390825052,-0.9606922350277931
65,-21.506402889096204,18,0.027828594357906373,0.6793391216959295,-1.2197020683219537
66,-7.0678899005437525,4,0.017836569189207847,0.35003035809096156,-1.4305304521738096
67,-33.11883293145569,24,0.0651345209389694,0.05139184729445593,-1.0400442383884052
68,-26.798314892392682,16,0.057437845172301584,0.15348528611691709,-1.2318517254279093
69,-13.159398430938253,8,0.02866332461632375,0.17710706397942785,-0.7812809321757717
70,-44.8317064546006,34,0.07736933181857562,0.21182602095750294,-0.9193299921194558
71,-9.923586080471292,6,0.020435344169121256,0.6899745707689969,-0.8009449685424139
72,-52.919227226315776,42,0.06499540015664117,-0.20785993057153454,-0.27885395995125734
73,-12.69113703194285,8,0.04343645399947092,0.6199492971994914,-0.6916452658483414
74,-19.190516647451794,16,0.02380982572725225,0.5078596686775824,-0.9362496494247801
75,-28.014943348847556,20,0.056443263020053605,0.6467421460267104,-0.4269638099402688
76,-19.38559501901552,12,0.06478592121943405,-0.21040477168627836,-0.2770003310935735
77,-32.521738175982854,4,0.1550094466086026,1.1053610601453565,-1.717100844162
78,-6.8299423790817695,4,0.02358285315901471,0.46465555168824113,-0.5942618721001781
79,-17.71399530273851,12,0.036164527232522135,0.6261756377592329,-0.29985336147490416
80,-33.47099776911709,10,0.1989067607552295,1.1797524647503081,-1.5952626061073298
81,-12.531656434932945,8,0.03381833160397711,-0.05340442028897467,-0.6145536587170478
82,-42.966484068230365,14,0.15086710452203259,1.4265841525972065,-0.8947559802484951
83,-30.286367544646247,8,0.16631617570631563,0.9824124257109795,-1.9549952644010338
84,-29.327762640017603,24,0.03505107000011529,0.3938874640642959,-0.4193357206409258
85,-6.05323651189394,2,0.021559768680286934,0.2520542947738927,-0.7045666485640933
