episode,los_id,los_dist,los_qdr
73,"((9, 18), (7, 11), (8, 15), (8, 11), (8, 18))","(np.float64(0.13525869566363746), np.float64(0.14864529118391662), np.float64(0.14836698720995453), np.float64(0.12525917876622364), np.float64(0.13578199901688326))","(np.float64(143.5067680883255), np.float64(171.95266076245173), np.float64(173.77383906881857), np.float64(96.28878521896371), np.float64(183.49565983439453))"
74,"((7, 17), (1, 11))","(np.float64(0.09075278832511402), np.float64(0.1494786402185211))","(np.float64(-188.07362773974768), np.float64(206.94202090006223))"
75,"((2, 5), (3, 18), (9, 13), (6, 18), (0, 13))","(np.float64(0.12638829028355908), np.float64(0.10020828052363781), np.float64(0.1336909883122196), np.float64(0.1458590368550481), np.float64(0.14078796054429135))","(np.float64(280.6026087567126), np.float64(69.47120438509194), np.float64(-54.21190750249019), np.float64(-231.293252380615), np.float64(114.30645285543613))"
76,"((5, 10), (6, 19), (10, 19), (4, 13), (7, 15), (4, 15), (2, 9))","(np.float64(0.14056378681792941), np.float64(0.127830595314667), np.float64(0.14831257175734835), np.float64(0.14464019180681292), np.float64(0.11578654694077933), np.float64(0.10944719266752471), np.float64(0.11911636812327801))","(np.float64(244.08061553123207), np.float64(93.26292986930866), np.float64(-198.8702268300795), np.float64(205.96239243580004), np.float64(160.23422022253743), np.float64(184.86912915133502), np.float64(-110.0785371610367))"
77,"((6, 13),)","(np.float64(0.13858233094041716),)","(np.float64(-114.09854901748497),)"
78,"((1, 6), (4, 12), (8, 15), (9, 18), (1, 10))","(np.float64(0.041007915405140455), np.float64(0.0991597914514099), np.float64(0.1361401566863363), np.float64(0.04894020349370254), np.float64(0.1326375244804165))","(np.float64(246.55270546048013), np.float64(-71.5141812496172), np.float64(26.71233503682396), np.float64(-205.4910451382466), np.float64(137.13265833146534))"
79,"((3, 5), (8, 12), (8, 15), (3, 18), (8, 14), (5, 18), (0, 11))","(np.float64(0.1318942523590177), np.float64(0.12424963959640836), np.float64(0.09488097020529082), np.float64(0.14251845752343664), np.float64(0.13490918876285654), np.float64(0.1252274178707703), np.float64(0.14729916301837656))","(np.float64(-53.02141878326967), np.float64(188.6869368561289), np.float64(220.20421911305192), np.float64(137.11947506522353), np.float64(186.25796335659112), np.float64(136.73429690475712), np.float64(-123.30491871740773))"
80,"((0, 4), (1, 12), (3, 15), (3, 18), (15, 18), (17, 19))","(np.float64(0.096748385879065), np.float64(0.11666843305937631), np.float64(0.10879118594084991), np.float64(0.12454068948098024), np.float64(0.07745789163739812), np.float64(0.1261236920173706))","(np.float64(194.68776389427168), np.float64(216.95391660119884), np.float64(218.14128629493075), np.float64(143.90415688609454), np.float64(-74.23712940883621), np.float64(-30.04275612141157))"
82,"((2, 12), (6, 12), (3, 6))","(np.float64(0.1458308560605275), np.float64(0.12762207943154572), np.float64(0.11854675228949034))","(np.float64(187.18054127190646), np.float64(-31.472560184065742), np.float64(204.92000542854828))"
84,"((3, 10),)","(np.float64(0.03396265248531169),)","(np.float64(206.86421112438813),)"
85,"((10, 18),)","(np.float64(0.0009008636195613848),)","(np.float64(-151.27502646633928),)"
86,"((2, 5), (7, 14), (11, 19), (13, 18))","(np.float64(0.034759189259327174), np.float64(0.08156980488173785), np.float64(0.1469546773566873), np.float64(0.136021392085184))","(np.float64(255.83032111303106), np.float64(-136.56157174239183), np.float64(-200.90551326634056), np.float64(-136.46368583466904))"
87,"((0, 7),)","(np.float64(0.10297276748067234),)","(np.float64(-91.73808021558693),)"
88,"((17, 18),)","(np.float64(0.13993840111384134),)","(np.float64(-46.9260698645889),)"
90,"((1, 19), (5, 8), (11, 14))","(np.float64(0.12693768543231657), np.float64(0.04473584783866288), np.float64(0.06386155646520116))","(np.float64(59.686471840701586), np.float64(229.75672633527398), np.float64(12.315678298159582))"
