episode,los_id,los_dist,los_qdr
87,"((0, 8), (2, 11), (13, 16), (11, 18))","(np.float64(0.10165772094646951), np.float64(0.12514144762628207), np.float64(0.07935460075481439), np.float64(0.1474822314475652))","(np.float64(-121.19666483508763), np.float64(-55.75050505965373), np.float64(194.21034154282756), np.float64(181.72176330646883))"
88,"((1, 6),)","(np.float64(0.04789875659937682),)","(np.float64(209.42999825248285),)"
89,"((0, 1),)","(np.float64(0.11432149931327876),)","(np.float64(-45.95899361847228),)"
90,"((7, 18), (14, 16))","(np.float64(0.14302281037144376), np.float64(0.12494065659255232))","(np.float64(-227.04408393025813), np.float64(-263.4138314963276))"
91,"((0, 5), (0, 18), (0, 6), (2, 4))","(np.float64(0.09830374854338991), np.float64(0.12137039623901338), np.float64(0.09202746270124021), np.float64(0.1423882945060768))","(np.float64(141.61114894957285), np.float64(-20.208698504471926), np.float64(140.92638129191096), np.float64(133.82854915553455))"
93,"((2, 12), (2, 10), (1, 11))","(np.float64(0.07130882880405726), np.float64(0.1301967308649145), np.float64(0.13927237653328625))","(np.float64(182.07169266175543), np.float64(140.73581034228317), np.float64(179.39627440421998))"
94,"((2, 12), (7, 9))","(np.float64(0.03123442061636582), np.float64(0.14561920734670353))","(np.float64(209.64462162420853), np.float64(41.95524878271988))"
95,"((6, 7), (9, 14))","(np.float64(0.11585479229691018), np.float64(0.1433981891958836))","(np.float64(-101.62720605164361), np.float64(251.2457847954269))"
98,"((3, 8), (7, 12), (12, 14))","(np.float64(0.12255892878857001), np.float64(0.12834176545282958), np.float64(0.14155232575332216))","(np.float64(281.3266460625104), np.float64(-17.962043890587722), np.float64(-127.97695802714117))"
100,"((3, 18),)","(np.float64(0.12458717085856592),)","(np.float64(151.52565249306537),)"
101,"((8, 16), (4, 18))","(np.float64(0.1272107731858865), np.float64(0.1202672334587657))","(np.float64(-82.26086440591189), np.float64(143.94638993593512))"
102,"((3, 6),)","(np.float64(0.10864785871191117),)","(np.float64(-61.7624641359817),)"
103,"((0, 5), (0, 11), (2, 5), (3, 15), (5, 12), (5, 14), (2, 14), (8, 13))","(np.float64(0.0887581099682471), np.float64(0.1142047225931747), np.float64(0.11513354562665179), np.float64(0.09450359917165244), np.float64(0.09564855542318049), np.float64(0.09846931435320648), np.float64(0.132816356306859), np.float64(0.13263440569062354))","(np.float64(195.24484939928385), np.float64(295.0835036292426), np.float64(-41.60925180378342), np.float64(-250.3230222758853), np.float64(46.518782412126086), np.float64(-179.10651504197125), np.float64(-253.17404217880159), np.float64(-274.4502903954819))"
105,"((0, 7), (2, 10), (3, 17))","(np.float64(0.09988890076946816), np.float64(0.10532626210344238), np.float64(0.058547294620612485))","(np.float64(252.15191963163272), np.float64(-10.622905032159622), np.float64(-124.43119355213855))"
106,"((2, 3), (6, 15), (14, 18), (0, 18), (0, 8), (3, 18))","(np.float64(0.14149895873565985), np.float64(0.14153465360159195), np.float64(0.13987767585518357), np.float64(0.14235655796154156), np.float64(0.1394085424122668), np.float64(0.13950732598489365))","(np.float64(-65.12021487047309), np.float64(218.22430503874034), np.float64(180.36579844600703), np.float64(60.673429674698866), np.float64(-127.52612861961512), np.float64(184.59691549110158))"
107,"((1, 9),)","(np.float64(0.13530092717215766),)","(np.float64(-32.942391630872294),)"
108,"((3, 7), (9, 15))","(np.float64(0.07616222153508212), np.float64(0.07988424811995012))","(np.float64(162.77012052670574), np.float64(-160.61593138512484))"
109,"((1, 12), (10, 16), (7, 16), (1, 8), (1, 2))","(np.float64(0.11252596443282384), np.float64(0.1273771923387781), np.float64(0.10727580788850717), np.float64(0.147797671090322), np.float64(0.09406216177865256))","(np.float64(204.03615493912832), np.float64(-142.75942042781105), np.float64(-13.119389452410928), np.float64(175.8407483167943), np.float64(151.8763039438591))"
110,"((6, 15), (4, 12), (3, 12))","(np.float64(0.1071074973104017), np.float64(0.13274573146261176), np.float64(0.08657883007994838))","(np.float64(44.045606666104646), np.float64(48.05196158326612), np.float64(159.91624920698894))"
111,"((5, 15), (11, 12))","(np.float64(0.08020573357151445), np.float64(0.11813193305663115))","(np.float64(-119.12352951690127), np.float64(43.89361720858187))"
112,"((11, 15),)","(np.float64(0.14638967107825443),)","(np.float64(-41.28833490533981),)"
