episode,los_id,los_dist,los_qdr
3906,"((8, 12), (12, 14), (1, 11))","(np.float64(0.11029766113441197), np.float64(0.14599362387826875), np.float64(0.13072479130610296))","(np.float64(-87.5832760519744), np.float64(-16.0307317328718), np.float64(127.03478784490386))"
3907,"((6, 16), (15, 17), (2, 16))","(np.float64(0.1295002768837493), np.float64(0.1354669232372479), np.float64(0.13551341071909892))","(np.float64(175.19937446785718), np.float64(-78.74217613660025), np.float64(161.62490263121305))"
3908,"((6, 17), (7, 16), (4, 13), (2, 12))","(np.float64(0.031360214828069194), np.float64(0.08151149391079034), np.float64(0.1426027431247261), np.float64(0.13998725183447913))","(np.float64(121.786050048594), np.float64(124.41742687323975), np.float64(164.69747281227126), np.float64(102.0708250334863))"
3909,"((14, 16), (2, 8))","(np.float64(0.12161675026343163), np.float64(0.14842454659307394))","(np.float64(20.965634982757535), np.float64(281.9285993340921))"
3910,"((1, 15), (10, 14))","(np.float64(0.12915717602621818), np.float64(0.10689267649918988))","(np.float64(117.67802738496522), np.float64(-39.812215180798546))"
3911,"((3, 16), (9, 10))","(np.float64(0.08195794772050169), np.float64(0.08796359051791071))","(np.float64(63.03890387093429), np.float64(-44.34225417827798))"
3912,"((9, 14),)","(np.float64(0.009247642564990933),)","(np.float64(-65.20905583064888),)"
3913,"((0, 8), (0, 11), (6, 10))","(np.float64(0.14618388513768396), np.float64(0.126967388596512), np.float64(0.12401818071350461))","(np.float64(-150.73994517437902), np.float64(172.81793398232978), np.float64(30.20807069787628))"
3914,"((2, 6), (2, 12))","(np.float64(0.14626479672858922), np.float64(0.14143670924444415))","(np.float64(330.3875449960826), np.float64(189.56430180450639))"
3916,"((8, 14),)","(np.float64(0.14250518607691157),)","(np.float64(192.37730801236967),)"
3917,"((1, 8), (5, 12))","(np.float64(0.050046045335284575), np.float64(0.14112891216760035))","(np.float64(-163.3301964390109), np.float64(275.14862743032245))"
3918,"((0, 12), (3, 18))","(np.float64(0.11798487361750587), np.float64(0.148301108695949))","(np.float64(97.0469670427801), np.float64(88.14207346373422))"
3919,"((3, 13), (13, 17), (0, 15))","(np.float64(0.026742071801960633), np.float64(0.10325548535432125), np.float64(0.12764560949203635))","(np.float64(241.07273777104672), np.float64(-181.47064173329625), np.float64(97.16319116509638))"
3920,"((3, 9),)","(np.float64(0.11707612172413906),)","(np.float64(190.63715159651167),)"
3921,"((4, 9), (10, 14), (0, 5))","(np.float64(0.10349041039478551), np.float64(0.13694820600192273), np.float64(0.14309033057209963))","(np.float64(-83.20051851151459), np.float64(-92.0666745505946), np.float64(135.27064814753118))"
3922,"((2, 18), (5, 7), (5, 8), (7, 18))","(np.float64(0.0700690859279068), np.float64(0.10419458331949609), np.float64(0.13979491106147846), np.float64(0.11971846136575434))","(np.float64(-270.74646670884397), np.float64(31.780975891065737), np.float64(-1.08139936065038), np.float64(-285.74557996562174))"
3923,"((1, 14), (5, 18))","(np.float64(0.1467088014974984), np.float64(0.13236805985092898))","(np.float64(165.93857220846996), np.float64(150.6802959039237))"
3924,"((3, 10),)","(np.float64(0.07971444219604995),)","(np.float64(41.99366515546973),)"
3925,"((0, 2),)","(np.float64(0.11538005027503574),)","(np.float64(40.9222078008209),)"
3926,"((0, 12), (7, 10))","(np.float64(0.14968878642191194), np.float64(0.08092183156678905))","(np.float64(154.66467309248327), np.float64(-58.819337822242005))"
3928,"((5, 6), (5, 10), (6, 10), (12, 13), (16, 18), (4, 10))","(np.float64(0.13551616503686129), np.float64(0.06984890488505144), np.float64(0.12562595373986984), np.float64(0.07224994828296821), np.float64(0.11799890982562605), np.float64(0.08235830977662158))","(np.float64(-14.420530839271066), np.float64(254.12210984725414), np.float64(268.53087234546075), np.float64(-38.540936375348736), np.float64(20.138633563025735), np.float64(295.32288058830403))"
3929,"((5, 15),)","(np.float64(0.1289570743883763),)","(np.float64(250.95397788560769),)"
3930,"((2, 9), (4, 12), (4, 16))","(np.float64(0.13598013119996413), np.float64(0.11499159323836942), np.float64(0.1284307179456947))","(np.float64(-87.17264427189292), np.float64(244.06656466013004), np.float64(265.51263371293896))"
3931,"((10, 11),)","(np.float64(0.10423407841593711),)","(np.float64(44.556668470151976),)"
3932,"((13, 17), (2, 6))","(np.float64(0.12007739020679677), np.float64(0.14741271518038027))","(np.float64(-22.358621377172994), np.float64(336.8856531945708))"
3933,"((11, 14), (15, 16))","(np.float64(0.09894254500153549), np.float64(0.07737460727624393))","(np.float64(-288.6477447203896), np.float64(68.70988279575204))"
3935,"((2, 3), (9, 17))","(np.float64(0.09147403545915259), np.float64(0.11392388363511334))","(np.float64(-54.47485618392784), np.float64(-110.55835367253036))"
3936,"((1, 7), (8, 11))","(np.float64(0.026107295432650897), np.float64(0.1131437882813949))","(np.float64(-119.35738879244713), np.float64(40.299127564778246))"
