episode,los_id,los_dist,los_qdr
92,"((2, 15), (5, 10))","(np.float64(0.052897603992898785), np.float64(0.09654213158126373))","(np.float64(258.5238355710261), np.float64(92.74632858465938))"
93,"((11, 17), (2, 13))","(np.float64(0.05560148748887484), np.float64(0.1468316575779008))","(np.float64(256.1075946305849), np.float64(269.78049627969295))"
94,"((7, 11),)","(np.float64(0.056601862233110097),)","(np.float64(190.8898263240822),)"
95,"((0, 9), (17, 19))","(np.float64(0.14363083863613535), np.float64(0.12710115840809058))","(np.float64(68.10062192755665), np.float64(206.3981869598103))"
96,"((7, 11), (12, 18), (6, 9))","(np.float64(0.12636353705343356), np.float64(0.12515280691017622), np.float64(0.14650128528882558))","(np.float64(165.76632329859942), np.float64(23.7204555770988), np.float64(187.0547439674007))"
97,"((4, 11), (2, 18))","(np.float64(0.12830326276489068), np.float64(0.14358400665930232))","(np.float64(114.57528354251879), np.float64(326.29719573260195))"
98,"((1, 3),)","(np.float64(0.10973520707597555),)","(np.float64(266.30182834004995),)"
99,"((3, 9), (6, 19))","(np.float64(0.14427171253068455), np.float64(0.14722389181479817))","(np.float64(23.852278696725705), np.float64(344.0440424742744))"
100,"((8, 11), (10, 17), (8, 15))","(np.float64(0.14194096275917675), np.float64(0.1336691931075091), np.float64(0.1446804689931543))","(np.float64(226.03445553328382), np.float64(20.31150461028504), np.float64(347.28715672377916))"
102,"((9, 12), (9, 15))","(np.float64(0.131355513529632), np.float64(0.1360949923360235))","(np.float64(0.9587162454668166), np.float64(245.9400687623281))"
103,"((7, 14), (12, 18), (1, 8), (14, 18))","(np.float64(0.092493733322773), np.float64(0.05182842929512031), np.float64(0.1440571800930059), np.float64(0.141108405727386))","(np.float64(333.9672123771396), np.float64(53.554514765658226), np.float64(16.76829326162976), np.float64(188.63919248771907))"
104,"((1, 2), (3, 18), (2, 12))","(np.float64(0.11482496592167969), np.float64(0.13158879903439458), np.float64(0.14350673284873805))","(np.float64(303.4691757151958), np.float64(79.71502490166152), np.float64(0.4733113313734737))"
105,"((4, 6),)","(np.float64(0.14274292502467265),)","(np.float64(9.377886923250818),)"
106,"((0, 4), (3, 12))","(np.float64(0.1259029939557527), np.float64(0.13651635968153505))","(np.float64(174.51001386680178), np.float64(116.12033148088614))"
107,"((2, 5), (8, 17), (9, 17), (9, 18))","(np.float64(0.08403820849146526), np.float64(0.07883166359332755), np.float64(0.13718925095932408), np.float64(0.1468351476567638))","(np.float64(43.176619592591436), np.float64(5.851814898313201), np.float64(201.8679376574718), np.float64(33.503969035711805))"
108,"((10, 12),)","(np.float64(0.14152630877714273),)","(np.float64(144.5839096967543),)"
109,"((5, 16),)","(np.float64(0.08401741637804576),)","(np.float64(314.2285175769453),)"
110,"((2, 11), (0, 5), (1, 15), (0, 9))","(np.float64(0.1119631731172774), np.float64(0.14936868584329838), np.float64(0.13655616855500774), np.float64(0.1452712797619007))","(np.float64(325.2616873305654), np.float64(118.7253790066034), np.float64(332.5156473201608), np.float64(331.1832105811683))"
111,"((3, 18), (2, 17))","(np.float64(0.118460390733608), np.float64(0.12986762324236112))","(np.float64(68.75277226970903), np.float64(246.07520891573753))"
112,"((3, 12), (7, 11), (10, 19), (11, 17), (9, 17))","(np.float64(0.01843940756500098), np.float64(0.13237247597301227), np.float64(0.10056901552594924), np.float64(0.11810968371888865), np.float64(0.11172884812557528))","(np.float64(251.36629887095307), np.float64(332.03214234151164), np.float64(162.74542489134035), np.float64(256.8192537598227), np.float64(44.66928535649743))"
114,"((0, 15), (7, 17))","(np.float64(0.08797677244310374), np.float64(0.13476020978327471))","(np.float64(26.877772419375724), np.float64(306.08832906239866))"
115,"((6, 10),)","(np.float64(0.1439448599149599),)","(np.float64(290.44179290389826),)"
116,"((15, 19), (2, 15))","(np.float64(0.02736685811562089), np.float64(0.14184054345711092))","(np.float64(95.01994795426484), np.float64(32.39134867481597))"
117,"((5, 17), (7, 10), (9, 15), (1, 6), (6, 19))","(np.float64(0.1489043072691436), np.float64(0.10405627820865052), np.float64(0.12566928533372285), np.float64(0.1452385769515931), np.float64(0.1320971496045973))","(np.float64(286.0332892197753), np.float64(213.71988480667815), np.float64(170.2983460163895), np.float64(338.99279196713076), np.float64(177.80472798316904))"
118,"((2, 17), (5, 9))","(np.float64(0.04119966351543773), np.float64(0.1482120622957105))","(np.float64(126.68009773155163), np.float64(135.28054587255536))"
119,"((10, 12), (15, 19))","(np.float64(0.07905753794101925), np.float64(0.14053096705670412))","(np.float64(125.00557203619073), np.float64(200.29647456808095))"
121,"((7, 16),)","(np.float64(0.14049692203021652),)","(np.float64(92.4192854325352),)"
122,"((3, 6), (6, 14))","(np.float64(0.13151988628806524), np.float64(0.12757221521260206))","(np.float64(226.07484615207562), np.float64(212.4231460591534))"
123,"((1, 18), (2, 18))","(np.float64(0.12353693852920988), np.float64(0.10274896572803062))","(np.float64(304.1122788732722), np.float64(156.34395255360488))"
124,"((7, 14), (7, 18), (0, 11))","(np.float64(0.08453432267754094), np.float64(0.07615976449931341), np.float64(0.13742548359198842))","(np.float64(271.9636322402442), np.float64(127.33858966874215), np.float64(314.48784080923474))"
125,"((7, 15), (0, 11))","(np.float64(0.08581141896561136), np.float64(0.144398485848237))","(np.float64(122.7357376713583), np.float64(315.6619809042219))"
126,"((2, 14), (3, 19), (8, 15), (4, 14))","(np.float64(0.12444792749385979), np.float64(0.12198492367500396), np.float64(0.04400457134738284), np.float64(0.13792386405590765))","(np.float64(115.81402513348634), np.float64(32.64384958495176), np.float64(99.95321637349882), np.float64(2.5068784668601656))"
127,"((10, 15),)","(np.float64(0.13640480691647666),)","(np.float64(101.06037687602135),)"
129,"((0, 9), (5, 8), (7, 16), (0, 4), (0, 10))","(np.float64(0.06203856989730266), np.float64(0.09996462349752505), np.float64(0.0875261535998491), np.float64(0.11037157092472427), np.float64(0.08296288355901398))","(np.float64(44.593416262732454), np.float64(215.4185615918204), np.float64(206.64472811801863), np.float64(294.88347245641694), np.float64(46.7113099888779))"
130,"((1, 4), (8, 11), (5, 9))","(np.float64(0.10479497915743684), np.float64(0.1362794730146111), np.float64(0.1432847574262708))","(np.float64(343.7423920962952), np.float64(293.97673697576386), np.float64(257.0558465555604))"
132,"((3, 6), (5, 12), (7, 10), (2, 10), (0, 11), (6, 16), (1, 16))","(np.float64(0.08521903628811629), np.float64(0.09140336210907855), np.float64(0.14756659050649443), np.float64(0.09362207115865563), np.float64(0.12475172864632687), np.float64(0.12327125915345534), np.float64(0.14484267276883817))","(np.float64(77.72219453306336), np.float64(193.27226296890754), np.float64(112.5257215469812), np.float64(184.2966491901695), np.float64(161.97571973156485), np.float64(17.67846647733399), np.float64(252.5299333348759))"
133,"((3, 7),)","(np.float64(0.00850251485999146),)","(np.float64(17.369298691082296),)"
134,"((3, 14),)","(np.float64(0.14798885710942994),)","(np.float64(295.3621634194258),)"
136,"((6, 7),)","(np.float64(0.11909274214151987),)","(np.float64(87.4012681431659),)"
137,"((2, 13), (5, 7))","(np.float64(0.13729215740467146), np.float64(0.1309797769379684))","(np.float64(220.54992224867667), np.float64(249.2762858196402))"
138,"((0, 9),)","(np.float64(0.10704118142995152),)","(np.float64(289.89200550423305),)"
139,"((3, 5), (3, 10), (11, 12), (11, 13), (12, 13), (12, 17), (2, 13))","(np.float64(0.10732487771592832), np.float64(0.10266084915192628), np.float64(0.059563345428362446), np.float64(0.035404512414373715), np.float64(0.025247702619451445), np.float64(0.12154981960621865), np.float64(0.11337693411048783))","(np.float64(276.320892553019), np.float64(17.828807384187044), np.float64(166.23998190510505), np.float64(175.40094034987538), np.float64(333.3394979726429), np.float64(123.45178888556255), np.float64(303.6058122520366))"
140,"((6, 10),)","(np.float64(0.09575308419056473),)","(np.float64(146.68763646703542),)"
143,"((8, 11), (8, 17), (11, 17), (8, 14))","(np.float64(0.0906880534363666), np.float64(0.085406579654327), np.float64(0.02195857918300581), np.float64(0.13628567747871223))","(np.float64(202.77644512840055), np.float64(188.8664797626985), np.float64(92.00843336880784), np.float64(202.18640685757865))"
144,"((9, 10),)","(np.float64(0.1413060561731843),)","(np.float64(240.33841324693617),)"
146,"((4, 14), (14, 19))","(np.float64(0.07821569625089018), np.float64(0.13647995291843523))","(np.float64(62.935021126282926), np.float64(337.4473634466908))"
147,"((2, 14), (8, 12), (10, 17))","(np.float64(0.12279679666549852), np.float64(0.08112707429325622), np.float64(0.14577640748235607))","(np.float64(228.90924572503633), np.float64(339.63527141659915), np.float64(234.85179708404215))"
149,"((0, 9), (6, 16), (3, 11))","(np.float64(0.09636175975872151), np.float64(0.14406093078760093), np.float64(0.13915559384862028))","(np.float64(337.40749617507544), np.float64(267.73202358949834), np.float64(202.75507479729973))"
152,"((0, 5), (0, 9), (5, 9), (10, 16), (10, 13), (2, 9), (2, 14))","(np.float64(0.08080298668851782), np.float64(0.032234231775323544), np.float64(0.10359434360549245), np.float64(0.06630625365955559), np.float64(0.09836587935898923), np.float64(0.14905398777698578), np.float64(0.14892899844639826))","(np.float64(11.349541367475691), np.float64(221.12122748732904), np.float64(211.15349197247568), np.float64(65.77847315802931), np.float64(227.36094224286296), np.float64(107.74977641138514), np.float64(298.2006998133578))"
153,"((1, 17), (14, 19))","(np.float64(0.13020906484311012), np.float64(0.10483230232914126))","(np.float64(340.68690031574437), np.float64(287.70406946517585))"
154,"((3, 5), (15, 17))","(np.float64(0.07765749070548808), np.float64(0.09264737810657712))","(np.float64(87.75975014388018), np.float64(123.43310794489852))"
155,"((3, 6), (4, 9), (4, 18), (9, 18), (2, 13))","(np.float64(0.061129170535469894), np.float64(0.13871528088900864), np.float64(0.1310566380975545), np.float64(0.1211498733930198), np.float64(0.13600666229762134))","(np.float64(134.27870143908402), np.float64(212.01559770282162), np.float64(38.394488950310134), np.float64(346.10806176564574), np.float64(240.60815725327402))"
156,"((2, 17), (12, 16))","(np.float64(0.13218626691749147), np.float64(0.0378888517804635))","(np.float64(307.7069885013829), np.float64(65.5412542687652))"
157,"((3, 9), (7, 10), (7, 13), (10, 13), (11, 19))","(np.float64(0.11386284585589236), np.float64(0.10655584554835602), np.float64(0.1468368003263815), np.float64(0.05009027753111407), np.float64(0.14097769239077498))","(np.float64(308.58136480605464), np.float64(89.64568463104878), np.float64(103.31648872523786), np.float64(133.49992399871653), np.float64(220.13871254085686))"
158,"((3, 9), (8, 17), (13, 19), (13, 15))","(np.float64(0.12167304026652802), np.float64(0.11263030592199752), np.float64(0.11886731295869504), np.float64(0.10253071463379608))","(np.float64(193.4252793338799), np.float64(242.9135432821632), np.float64(97.97634182702858), np.float64(11.585852663052313))"
160,"((5, 15), (7, 12))","(np.float64(0.14338323127872524), np.float64(0.13856791133358046))","(np.float64(359.44500756002117), np.float64(40.225228613167246))"
161,"((7, 14),)","(np.float64(0.1182765946717497),)","(np.float64(11.021184512168363),)"
162,"((2, 8), (6, 14), (16, 19))","(np.float64(0.1095474404587771), np.float64(0.1365887574087215), np.float64(0.1403421590230015))","(np.float64(10.217220436215133), np.float64(324.71368217809305), np.float64(157.25340098243757))"
163,"((3, 15),)","(np.float64(0.14869760485197525),)","(np.float64(319.58808342130214),)"
164,"((12, 19), (14, 15), (2, 19), (1, 13))","(np.float64(0.06857434009451943), np.float64(0.14426255408076022), np.float64(0.1362590019403204), np.float64(0.14519179135460222))","(np.float64(108.71507084221699), np.float64(119.56104759906654), np.float64(347.19332555440434), np.float64(216.58159435104372))"
165,"((2, 5), (4, 18), (11, 18), (13, 14), (13, 18), (0, 13))","(np.float64(0.05172922243281561), np.float64(0.0685833840569741), np.float64(0.0471892729540521), np.float64(0.08448060462643715), np.float64(0.08902594791452052), np.float64(0.12558631452171495))","(np.float64(281.95796160256816), np.float64(269.2021259751334), np.float64(117.4934588682627), np.float64(221.95219438022178), np.float64(124.73629349861494), np.float64(355.614560288407))"
166,"((1, 6), (4, 17))","(np.float64(0.0845735481031662), np.float64(0.07226401873516151))","(np.float64(166.26419253519498), np.float64(271.11666780559676))"
167,"((6, 16), (6, 19), (16, 19))","(np.float64(0.08499083845098053), np.float64(0.12170945249059828), np.float64(0.13286647512917568))","(np.float64(18.210614089220165), np.float64(95.9799801189676), np.float64(134.67345457117702))"
168,"((2, 13), (4, 18), (5, 9), (5, 12), (7, 18), (9, 12), (4, 13), (7, 17))","(np.float64(0.11675773173185497), np.float64(0.11954304111507791), np.float64(0.14606896443375667), np.float64(0.030143600379501184), np.float64(0.10256639369608593), np.float64(0.13766056789561829), np.float64(0.052778833256528275), np.float64(0.1405313462569211))","(np.float64(229.64008282825878), np.float64(267.0893938273594), np.float64(48.346255282002886), np.float64(187.8274494703479), np.float64(100.88676785323783), np.float64(283.47366563449674), np.float64(227.08000637944454), np.float64(292.8560104492427))"
169,"((4, 7), (5, 11))","(np.float64(0.14611361204992324), np.float64(0.09071452111276616))","(np.float64(275.3681084178136), np.float64(271.959547149179))"
170,"((3, 13), (5, 19), (12, 19))","(np.float64(0.09676343250104272), np.float64(0.05455909015252481), np.float64(0.14534422192149113))","(np.float64(195.70791887397482), np.float64(170.46796186015388), np.float64(143.3432594294067))"
171,"((2, 9), (6, 7))","(np.float64(0.10514269399475296), np.float64(0.12857943467939015))","(np.float64(340.75379136035536), np.float64(121.4403967594922))"
172,"((3, 15), (13, 19))","(np.float64(0.14024541156946266), np.float64(0.13524825260192605))","(np.float64(126.11659016721877), np.float64(161.7073328305872))"
174,"((0, 19), (2, 5))","(np.float64(0.11462728962433832), np.float64(0.14838869837326554))","(np.float64(255.82918047844265), np.float64(293.83003820387125))"
175,"((12, 17),)","(np.float64(0.0915008569441804),)","(np.float64(232.33427885140918),)"
176,"((7, 9), (12, 19))","(np.float64(0.13445655556264782), np.float64(0.14313176800810098))","(np.float64(352.65816484253935), np.float64(156.0104736753381))"
177,"((4, 18),)","(np.float64(0.019549305745597663),)","(np.float64(242.71598643529583),)"
178,"((1, 17), (3, 4))","(np.float64(0.13145697356420405), np.float64(0.029294567897849656))","(np.float64(195.09565093627626), np.float64(10.948230773840159))"
179,"((1, 11),)","(np.float64(0.14720505700210848),)","(np.float64(253.73821843893853),)"
180,"((3, 10), (9, 14))","(np.float64(0.12572065957352913), np.float64(0.12884570546553542))","(np.float64(287.29279210051453), np.float64(48.463921803764))"
181,"((2, 16), (9, 12))","(np.float64(0.11562865484192786), np.float64(0.07112301873811977))","(np.float64(133.2761481433713), np.float64(302.35694900411977))"
