episode,los_id,los_dist,los_qdr
714,"((0, 15), (4, 17), (8, 19), (14, 16), (13, 19))","(np.float64(0.10565451081659687), np.float64(0.1148038198387094), np.float64(0.05846644136196712), np.float64(0.09371273987219565), np.float64(0.146739174545614))","(np.float64(114.46494301768614), np.float64(12.72411780654715), np.float64(167.10218786391277), np.float64(227.6887402096109), np.float64(34.4839495003929))"
717,"((0, 4), (10, 18), (1, 10))","(np.float64(0.04861263279674358), np.float64(0.137511296251174), np.float64(0.12008958419957115))","(np.float64(112.65766587904504), np.float64(57.67398248160212), np.float64(261.72542507169203))"
718,"((0, 4), (13, 19))","(np.float64(0.11610707661483463), np.float64(0.11925814661739327))","(np.float64(271.4630290721239), np.float64(66.91508151887443))"
719,"((5, 17), (14, 19), (11, 19), (8, 11))","(np.float64(0.1346322019784363), np.float64(0.1406241872755531), np.float64(0.14628661579378277), np.float64(0.14866474756514594))","(np.float64(263.63623332168527), np.float64(287.1068494257792), np.float64(336.4377619369748), np.float64(340.63550511888866))"
720,"((5, 8),)","(np.float64(0.14693150903312013),)","(np.float64(37.26896351685469),)"
722,"((6, 10), (8, 16), (5, 17))","(np.float64(0.11166919070147172), np.float64(0.0712332799449403), np.float64(0.10485399849161763))","(np.float64(53.5744786954551), np.float64(25.525414790257074), np.float64(34.864015761941516))"
723,"((3, 7), (12, 13), (4, 14))","(np.float64(0.14926766462501515), np.float64(0.022599765429686162), np.float64(0.14091827920819402))","(np.float64(113.81286571477854), np.float64(256.26805660703894), np.float64(291.59776904965406))"
724,"((5, 11),)","(np.float64(0.14368876393810556),)","(np.float64(295.40873399111615),)"
725,"((11, 17),)","(np.float64(0.1214977125690099),)","(np.float64(258.5913146534688),)"
726,"((4, 5),)","(np.float64(0.14969500919375525),)","(np.float64(34.49960642615974),)"
727,"((5, 15),)","(np.float64(0.12324712241583873),)","(np.float64(72.37732098607201),)"
728,"((0, 1), (7, 13), (11, 12), (15, 17), (1, 5))","(np.float64(0.09145363317271306), np.float64(0.06562865578998311), np.float64(0.03799727783349087), np.float64(0.13526534956457542), np.float64(0.13527660696460464))","(np.float64(263.87908284499736), np.float64(269.1821216930566), np.float64(240.00249948556547), np.float64(54.977804889572354), np.float64(243.6661545498368))"
729,"((3, 19), (4, 11), (1, 19))","(np.float64(0.1354088116123672), np.float64(0.08727035028588742), np.float64(0.14226420314426672))","(np.float64(86.80897221863844), np.float64(225.83577172956427), np.float64(302.5460189001115))"
732,"((3, 13),)","(np.float64(0.1321884932474006),)","(np.float64(89.77352464468764),)"
733,"((9, 15),)","(np.float64(0.08100585482686906),)","(np.float64(235.71352438112888),)"
734,"((1, 19), (4, 6), (4, 10), (10, 19), (2, 4), (6, 16))","(np.float64(0.13588453953212076), np.float64(0.1039086839271027), np.float64(0.08510993484426668), np.float64(0.09475074454714394), np.float64(0.13373104920084675), np.float64(0.14586463399412988))","(np.float64(215.92517315932866), np.float64(79.75475790641892), np.float64(349.55994677033783), np.float64(132.83829575489557), np.float64(228.5860363068953), np.float64(83.80019934909761))"
735,"((5, 13), (7, 17), (7, 18))","(np.float64(0.02103558724271008), np.float64(0.12688500354366758), np.float64(0.13461980966222276))","(np.float64(1.1266235969311391), np.float64(126.28023324736094), np.float64(255.83308608756005))"
736,"((16, 19),)","(np.float64(0.1305743975701194),)","(np.float64(316.75827936055015),)"
737,"((7, 18),)","(np.float64(0.09793723839685836),)","(np.float64(298.6841637155075),)"
738,"((10, 14),)","(np.float64(0.11293698044359918),)","(np.float64(197.47195271165427),)"
740,"((8, 9), (10, 13))","(np.float64(0.07796973721228108), np.float64(0.13215225477950074))","(np.float64(40.11365650576483), np.float64(199.76671042166004))"
742,"((4, 10), (1, 12))","(np.float64(0.14892290280601375), np.float64(0.1337751088988827))","(np.float64(25.612005075713412), np.float64(181.15626167911242))"
743,"((0, 9), (2, 6), (2, 17), (3, 4))","(np.float64(0.13230292383000616), np.float64(0.09426320028406772), np.float64(0.12348578800103592), np.float64(0.1317222033180598))","(np.float64(225.59215550461803), np.float64(158.3981762909563), np.float64(18.301364699974393), np.float64(223.08255276827552))"
744,"((1, 8), (1, 16), (8, 16), (9, 11), (14, 19), (9, 17))","(np.float64(0.06664773818699199), np.float64(0.09814700394646908), np.float64(0.11406598331827145), np.float64(0.09731387638248763), np.float64(0.07626339083575488), np.float64(0.13484413241606918))","(np.float64(147.7948536491205), np.float64(62.45911556217168), np.float64(26.843032886063323), np.float64(258.54008114409646), np.float64(302.75178657261716), np.float64(99.87779887446509))"
745,"((9, 11),)","(np.float64(0.14546199293984352),)","(np.float64(317.7044255727451),)"
746,"((1, 13), (8, 14), (3, 12))","(np.float64(0.138991847228602), np.float64(0.0867304917339223), np.float64(0.14205420974162283))","(np.float64(98.91388922200868), np.float64(219.998161755109), np.float64(216.1258409264511))"
747,"((1, 10), (5, 11))","(np.float64(0.13424509186798203), np.float64(0.14769594945276138))","(np.float64(275.2354649597398), np.float64(13.276944348052014))"
748,"((7, 11),)","(np.float64(0.09228722149354855),)","(np.float64(64.19576477206806),)"
749,"((5, 10),)","(np.float64(0.11317148684551208),)","(np.float64(59.157632777142936),)"
750,"((10, 17), (11, 19), (10, 13))","(np.float64(0.14171979023889733), np.float64(0.08309063428329332), np.float64(0.10992838144896468))","(np.float64(158.1122598208517), np.float64(236.34272976042513), np.float64(143.28410968093658))"
751,"((2, 7), (3, 13))","(np.float64(0.14726530450572978), np.float64(0.0798316527464128))","(np.float64(332.76032060420215), np.float64(42.63453833174589))"
752,"((1, 5),)","(np.float64(0.10430620221282298),)","(np.float64(0.8201702246415984),)"
753,"((4, 18),)","(np.float64(0.1431527819323407),)","(np.float64(41.3932908445917),)"
754,"((4, 7), (9, 10))","(np.float64(0.10902865232988757), np.float64(0.11850048807651171))","(np.float64(42.65815981392292), np.float64(353.5702127325352))"
756,"((2, 16),)","(np.float64(0.14695613444762623),)","(np.float64(186.0685116448346),)"
757,"((8, 18),)","(np.float64(0.1287579936394235),)","(np.float64(0.18604486720007854),)"
758,"((3, 15),)","(np.float64(0.1441725913903958),)","(np.float64(55.541038938298605),)"
759,"((0, 1), (5, 8), (9, 19), (8, 16), (0, 15), (1, 12))","(np.float64(0.11491499596253445), np.float64(0.11821235343042238), np.float64(0.12981402585346805), np.float64(0.13853108198191005), np.float64(0.14205747567445648), np.float64(0.1476720727806218))","(np.float64(183.51843789302313), np.float64(347.9642958905214), np.float64(93.76342533219423), np.float64(65.28353107254783), np.float64(38.86226689707115), np.float64(345.5361039825036))"
761,"((1, 2), (2, 6))","(np.float64(0.13698740257217312), np.float64(0.09551676053320737))","(np.float64(124.20574414101549), np.float64(326.05635793352036))"
762,"((4, 14), (7, 10), (11, 13), (1, 7), (10, 15))","(np.float64(0.13086594534826282), np.float64(0.14256888239133345), np.float64(0.1101445113263536), np.float64(0.14397043064768478), np.float64(0.131999099588678))","(np.float64(220.16495947040622), np.float64(119.26588798497541), np.float64(133.55135341818422), np.float64(216.98708543109345), np.float64(46.823506215525256))"
763,"((11, 12),)","(np.float64(0.13655833095036024),)","(np.float64(323.5637243936136),)"
765,"((1, 11),)","(np.float64(0.1213325801999083),)","(np.float64(110.58240069661647),)"
766,"((7, 14), (0, 4))","(np.float64(0.1287222181717792), np.float64(0.11161275113534658))","(np.float64(242.79429012180464), np.float64(238.3365450332032))"
767,"((0, 8),)","(np.float64(0.14400661596262546),)","(np.float64(270.7235528807786),)"
768,"((4, 6), (11, 16), (6, 19))","(np.float64(0.09229484528432354), np.float64(0.14880885096986715), np.float64(0.1482218427795394))","(np.float64(141.18876096445473), np.float64(176.24943144262826), np.float64(157.96878401126438))"
769,"((10, 19), (1, 10), (4, 12), (0, 13))","(np.float64(0.0954656345641722), np.float64(0.1350782669433382), np.float64(0.13255825290052137), np.float64(0.13722723475257692))","(np.float64(103.5308301196373), np.float64(299.13816211620804), np.float64(267.6079170382244), np.float64(184.8640589940503))"
770,"((6, 19), (14, 18), (2, 14))","(np.float64(0.119361333051794), np.float64(0.14269215773716856), np.float64(0.13440353628882373))","(np.float64(192.1284322973224), np.float64(6.497555634068216), np.float64(321.06818181189277))"
771,"((13, 19),)","(np.float64(0.14312404760410408),)","(np.float64(260.616353543699),)"
772,"((1, 3),)","(np.float64(0.1458185552567517),)","(np.float64(327.9484289114924),)"
773,"((15, 16),)","(np.float64(0.14149807429806227),)","(np.float64(134.52003444558392),)"
774,"((2, 5),)","(np.float64(0.011712310918824942),)","(np.float64(86.22540642980832),)"
775,"((0, 10),)","(np.float64(0.12485646284123353),)","(np.float64(248.08316826054485),)"
776,"((3, 14), (7, 11), (7, 12), (11, 12))","(np.float64(0.05238508207137368), np.float64(0.10755122656539512), np.float64(0.07094840904679556), np.float64(0.12299966547361312))","(np.float64(260.922664401068), np.float64(266.15126233097175), np.float64(345.67698177717375), np.float64(48.176756039933714))"
777,"((1, 18), (2, 10), (7, 16), (15, 19))","(np.float64(0.1011411032871334), np.float64(0.10190246903891742), np.float64(0.1192773954688149), np.float64(0.11301007292440432))","(np.float64(188.1601827869961), np.float64(161.40171510580674), np.float64(146.46233826971343), np.float64(30.86027684502981))"
778,"((6, 14),)","(np.float64(0.12314864699763696),)","(np.float64(103.27700264744779),)"
779,"((2, 15), (5, 16), (0, 6))","(np.float64(0.11315942487591864), np.float64(0.05916031993483899), np.float64(0.14664978221216157))","(np.float64(211.0131597588573), np.float64(21.048250040430215), np.float64(240.3736973214726))"
780,"((11, 14), (3, 11), (13, 18), (0, 14))","(np.float64(0.14926393176980268), np.float64(0.13264925067847935), np.float64(0.129667277036083), np.float64(0.14472613529320516))","(np.float64(324.140584922523), np.float64(301.2298348312607), np.float64(43.42739247880143), np.float64(256.50407943493326))"
781,"((5, 6), (6, 19), (4, 11), (3, 9), (8, 18))","(np.float64(0.0987968573681515), np.float64(0.1265072010138281), np.float64(0.145309204726662), np.float64(0.13430081803550079), np.float64(0.14545454234468974))","(np.float64(352.8108404138785), np.float64(333.27981090722005), np.float64(30.6674026883917), np.float64(298.9719264943755), np.float64(70.95055688098617))"
782,"((3, 17), (13, 19))","(np.float64(0.11868758384427593), np.float64(0.13839230890325027))","(np.float64(102.82218241605189), np.float64(85.07197117836195))"
783,"((5, 12),)","(np.float64(0.016187465000132482),)","(np.float64(263.9606266813573),)"
784,"((1, 9), (13, 16), (6, 16))","(np.float64(0.061839512849449545), np.float64(0.10289284074582936), np.float64(0.14029670559861038))","(np.float64(91.24263935985171), np.float64(210.6620052502611), np.float64(274.41098475947615))"
786,"((3, 8), (8, 15), (16, 17))","(np.float64(0.14505473335944963), np.float64(0.12797952119707923), np.float64(0.07926949149672093))","(np.float64(222.68647371785224), np.float64(259.0413372005804), np.float64(213.60496991287897))"
787,"((4, 12), (5, 12))","(np.float64(0.13686452588343995), np.float64(0.085578478200382))","(np.float64(268.78800528636606), np.float64(172.28906553794923))"
788,"((3, 15), (5, 12), (6, 9), (4, 16))","(np.float64(0.1307415251887052), np.float64(0.12224875867979014), np.float64(0.0071987397091505525), np.float64(0.1456684993505028))","(np.float64(53.08936998564982), np.float64(197.04106608053115), np.float64(181.21242061646504), np.float64(313.05946660572215))"
789,"((8, 18),)","(np.float64(0.08094528620201595),)","(np.float64(219.59832715115382),)"
790,"((0, 13),)","(np.float64(0.14320510534942166),)","(np.float64(325.85734292883456),)"
791,"((3, 11), (13, 17))","(np.float64(0.12930388791415404), np.float64(0.12997788073586397))","(np.float64(48.74949439583875), np.float64(161.0242654891276))"
793,"((2, 7), (5, 7), (11, 17), (1, 6), (5, 10))","(np.float64(0.14236095057306802), np.float64(0.11246943100958443), np.float64(0.0706883213383916), np.float64(0.11313305900484757), np.float64(0.11975196256453872))","(np.float64(23.550928814873945), np.float64(116.75943140842396), np.float64(311.77784355520754), np.float64(356.43582681474294), np.float64(246.92511500408648))"
794,"((13, 16),)","(np.float64(0.14774891452183087),)","(np.float64(313.5717597740486),)"
795,"((3, 19), (5, 13), (7, 15), (9, 19))","(np.float64(0.039318099106905965), np.float64(0.05376429298351674), np.float64(0.12339667949659072), np.float64(0.1424704498770375))","(np.float64(108.93878880498136), np.float64(24.93936575222846), np.float64(297.9477635947477), np.float64(52.42339657354099))"
797,"((0, 18), (1, 19), (3, 8), (7, 8))","(np.float64(0.060402009782830154), np.float64(0.06410088853739954), np.float64(0.1370266032987665), np.float64(0.11130076420709968))","(np.float64(124.6098103991646), np.float64(55.13210754504768), np.float64(143.9775186796085), np.float64(257.43219808510287))"
798,"((1, 12), (12, 18), (1, 10))","(np.float64(0.09230963322922163), np.float64(0.04042931335789284), np.float64(0.14361990730294133))","(np.float64(37.33294087135564), np.float64(249.4519345667823), np.float64(316.6849843798094))"
799,"((13, 15), (1, 12))","(np.float64(0.11541312053033266), np.float64(0.1497008730970109))","(np.float64(171.4253627960254), np.float64(348.72753522221416))"
800,"((11, 18),)","(np.float64(0.10415915396170751),)","(np.float64(188.49095146593115),)"
801,"((13, 16), (2, 17))","(np.float64(0.12553529747185635), np.float64(0.11613821356817272))","(np.float64(292.3571239739562), np.float64(87.91517172585604))"
802,"((2, 13),)","(np.float64(0.1421120627435116),)","(np.float64(341.4638190162957),)"
803,"((0, 13),)","(np.float64(0.14539304855118834),)","(np.float64(203.37133779278372),)"
804,"((9, 15), (1, 8))","(np.float64(0.13241935136957317), np.float64(0.1284160898750652))","(np.float64(61.913303530779885), np.float64(222.0223317213877))"
805,"((11, 15), (0, 11))","(np.float64(0.1427640335572776), np.float64(0.10709052927767933))","(np.float64(138.51194028430953), np.float64(223.69658124893488))"
807,"((0, 14),)","(np.float64(0.12851578264395286),)","(np.float64(39.65164104855538),)"
808,"((0, 12), (2, 14), (7, 9), (5, 18), (5, 12), (2, 17), (5, 17))","(np.float64(0.1379372352542815), np.float64(0.14789942136255235), np.float64(0.12814054325749663), np.float64(0.11073828909368365), np.float64(0.1389639427122686), np.float64(0.13702634704493005), np.float64(0.1385443436392822))","(np.float64(31.42923915462641), np.float64(172.28955316827228), np.float64(285.0900085826236), np.float64(108.72180097882293), np.float64(65.74631587423707), np.float64(71.9455723439462), np.float64(122.07779690730435))"
809,"((6, 7), (11, 15), (11, 13))","(np.float64(0.12939723604716313), np.float64(0.045163317798495556), np.float64(0.14507492564314398))","(np.float64(200.78009074429264), np.float64(228.38119657253367), np.float64(3.287130065144517))"
810,"((0, 6), (6, 19))","(np.float64(0.10893454060885462), np.float64(0.1418808393076921))","(np.float64(135.17799895971496), np.float64(176.71719760961506))"
811,"((2, 4), (2, 11), (4, 11), (7, 19), (8, 9), (10, 12), (10, 19), (12, 19), (0, 9))","(np.float64(0.1408014280589472), np.float64(0.060503361879222534), np.float64(0.06800887786308814), np.float64(0.12747787042214206), np.float64(0.11210638246291152), np.float64(0.13159360672626266), np.float64(0.10891325651218334), np.float64(0.08739667264523199), np.float64(0.12237469407879939))","(np.float64(107.78410407910104), np.float64(92.31664185501856), np.float64(334.50772531732156), np.float64(205.16774288482958), np.float64(172.08869301189475), np.float64(268.8470054814722), np.float64(334.3757708245791), np.float64(16.77128612939859), np.float64(166.11946144459196))"
812,"((13, 19), (10, 17))","(np.float64(0.06630707301092649), np.float64(0.08865683284022398))","(np.float64(134.1993376064048), np.float64(68.90544283561078))"
814,"((0, 16), (4, 18), (0, 14))","(np.float64(0.0703355125578738), np.float64(0.04419758204679589), np.float64(0.14364442654010692))","(np.float64(94.36123318592416), np.float64(46.022043463296576), np.float64(270.88745523161))"
815,"((10, 16),)","(np.float64(0.11250041437649361),)","(np.float64(315.83855370635047),)"
816,"((12, 13), (6, 16))","(np.float64(0.1091040088621703), np.float64(0.12947581049137377))","(np.float64(4.514741433299852), np.float64(30.784548902653487))"
817,"((13, 19), (11, 19))","(np.float64(0.13581570041937324), np.float64(0.11759764889513209))","(np.float64(219.07534105618845), np.float64(92.38640506461067))"
819,"((10, 11),)","(np.float64(0.1247160572945784),)","(np.float64(184.00273154283835),)"
820,"((3, 10), (10, 16))","(np.float64(0.13737785761697496), np.float64(0.0982200905278921))","(np.float64(312.2400424473003), np.float64(251.1673528492057))"
821,"((9, 18), (3, 6), (5, 16))","(np.float64(0.144827202614034), np.float64(0.11870251222699463), np.float64(0.11797336361716719))","(np.float64(278.942088289832), np.float64(295.8770965024203), np.float64(260.7495921751102))"
822,"((12, 16),)","(np.float64(0.01020244260350546),)","(np.float64(30.920423852318553),)"
823,"((0, 1),)","(np.float64(0.08626476455533483),)","(np.float64(41.44267940456348),)"
826,"((2, 17),)","(np.float64(0.14616021025862286),)","(np.float64(293.0654479482605),)"
827,"((14, 19), (5, 10))","(np.float64(0.09705652198145838), np.float64(0.1432531929862045))","(np.float64(184.4260620011161), np.float64(52.759569998901526))"
828,"((0, 5), (4, 6), (11, 19), (4, 13))","(np.float64(0.12722850826724386), np.float64(0.13094505711186394), np.float64(0.10796745824975712), np.float64(0.11602178961902135))","(np.float64(22.975062950538213), np.float64(333.5557826463234), np.float64(228.64745917440328), np.float64(62.53444346055601))"
829,"((3, 19), (9, 19), (1, 13))","(np.float64(0.11995211878095521), np.float64(0.10362106283847432), np.float64(0.12989135960549567))","(np.float64(231.5602683664533), np.float64(29.22899127416359), np.float64(29.210487304870657))"
830,"((5, 15), (0, 8))","(np.float64(0.06914900523060685), np.float64(0.1445687726670819))","(np.float64(295.3071535602673), np.float64(176.47521149966892))"
831,"((1, 16), (2, 16))","(np.float64(0.12422184375717454), np.float64(0.10290695318723769))","(np.float64(65.06361798427584), np.float64(224.08882585126457))"
833,"((2, 16), (7, 13), (8, 18), (9, 16), (1, 10))","(np.float64(0.06325497255235908), np.float64(0.08358722495962163), np.float64(0.13388578335906925), np.float64(0.1454291675921533), np.float64(0.12329716370753067))","(np.float64(187.56560166691548), np.float64(169.23509532112266), np.float64(47.134034185406), np.float64(95.41884777761075), np.float64(279.0547279910095))"
834,"((2, 3),)","(np.float64(0.12052408064755665),)","(np.float64(341.2607162255657),)"
835,"((1, 17),)","(np.float64(0.11689378838543435),)","(np.float64(313.8529331005477),)"
836,"((3, 17), (11, 13))","(np.float64(0.09167131737208181), np.float64(0.12037114172240367))","(np.float64(266.286443852238), np.float64(351.2274589801039))"
837,"((3, 9), (10, 19))","(np.float64(0.14194066464841526), np.float64(0.12045000677936998))","(np.float64(206.3790995532787), np.float64(90.23543398180719))"
838,"((0, 19), (1, 6), (11, 13), (14, 17), (18, 19), (10, 16))","(np.float64(0.14270565852343803), np.float64(0.06341063561756902), np.float64(0.1271842681298467), np.float64(0.09245568301816164), np.float64(0.11915905154499194), np.float64(0.14471834057188485))","(np.float64(190.17526538543459), np.float64(187.33921559842568), np.float64(135.70796452547947), np.float64(292.9051833541027), np.float64(6.288105349575456), np.float64(217.34905918073036))"
839,"((7, 13),)","(np.float64(0.12313591804485556),)","(np.float64(148.9789045152838),)"
840,"((18, 19), (3, 15))","(np.float64(0.0805027827047141), np.float64(0.1388104633498097))","(np.float64(101.05890179624808), np.float64(192.92816593281412))"
842,"((3, 4), (8, 9))","(np.float64(0.10110884570185433), np.float64(0.11836240080539936))","(np.float64(89.52726000051877), np.float64(327.23939445486735))"
844,"((1, 9), (4, 14), (5, 13), (12, 19), (1, 17))","(np.float64(0.07884019798793875), np.float64(0.07476840879799744), np.float64(0.046394501274887145), np.float64(0.08707941026030093), np.float64(0.12631373011463368))","(np.float64(101.79084044704597), np.float64(82.26147087368115), np.float64(55.80567804142773), np.float64(96.40445017593849), np.float64(242.70862537472527))"
846,"((4, 14),)","(np.float64(0.13424487240334398),)","(np.float64(1.2801422821078068),)"
847,"((9, 16), (14, 17), (8, 13))","(np.float64(0.03287595114497125), np.float64(0.08230611802244098), np.float64(0.06811671346060814))","(np.float64(352.96410967715417), np.float64(47.79518932560386), np.float64(302.380473903927))"
848,"((0, 2), (7, 15), (2, 9))","(np.float64(0.13103364746274473), np.float64(0.09829864061004706), np.float64(0.14443624757019358))","(np.float64(194.78611559362008), np.float64(115.64139838237871), np.float64(322.0370794235549))"
849,"((1, 7), (1, 13))","(np.float64(0.13083097088758522), np.float64(0.0501437308997864))","(np.float64(254.2991137302953), np.float64(99.4649432253084))"
850,"((10, 11), (11, 13))","(np.float64(0.12187486746772627), np.float64(0.12091061106025884))","(np.float64(43.392075511761874), np.float64(95.54441088203339))"
851,"((5, 8), (2, 12))","(np.float64(0.08251809483734264), np.float64(0.13666760656931917))","(np.float64(207.5844480067154), np.float64(233.8687417000478))"
852,"((0, 14), (11, 18), (13, 18), (14, 18), (0, 11), (2, 12), (3, 12), (7, 15), (6, 15), (7, 14))","(np.float64(0.08902128748464176), np.float64(0.10305374316242402), np.float64(0.14895789417775246), np.float64(0.13478557793195214), np.float64(0.08403969649498211), np.float64(0.13172718134214245), np.float64(0.1406289218782113), np.float64(0.12068896626144297), np.float64(0.1473763494487241), np.float64(0.13679853802989825))","(np.float64(59.81325374499641), np.float64(92.81369722693874), np.float64(258.05626985123615), np.float64(157.23132106762955), np.float64(79.28161027188249), np.float64(268.54434184715046), np.float64(195.64830297265843), np.float64(54.988220892547666), np.float64(26.02959089426976), np.float64(64.3688489973969))"
853,"((0, 18),)","(np.float64(0.13452018687853387),)","(np.float64(133.51722685604275),)"
854,"((0, 15),)","(np.float64(0.06156895775247313),)","(np.float64(105.173989823448),)"
855,"((2, 6),)","(np.float64(0.04473126751225518),)","(np.float64(240.85937896366244),)"
856,"((2, 14), (11, 12), (11, 14))","(np.float64(0.12596631090227145), np.float64(0.09649689592595002), np.float64(0.11568794912860977))","(np.float64(247.0584121973746), np.float64(283.3116894326682), np.float64(53.19568036898855))"
858,"((6, 18), (13, 18), (6, 13), (2, 18))","(np.float64(0.1464762096654324), np.float64(0.07725993879511725), np.float64(0.1440881485560572), np.float64(0.1301186535768901))","(np.float64(316.4692866468733), np.float64(206.20561638826214), np.float64(339.8779453143251), np.float64(41.52210268224099))"
859,"((3, 7),)","(np.float64(0.10523022392682026),)","(np.float64(74.22328062354728),)"
860,"((4, 6),)","(np.float64(0.1248285248228043),)","(np.float64(237.65926693094758),)"
861,"((0, 16), (6, 16))","(np.float64(0.13128019680018166), np.float64(0.12489905731884159))","(np.float64(224.58011864428747), np.float64(35.69848435546724))"
863,"((1, 6), (5, 12), (7, 10), (9, 15), (3, 8))","(np.float64(0.13173632923924183), np.float64(0.12505328721968714), np.float64(0.14194801315526293), np.float64(0.1494530422214091), np.float64(0.12398621397809072))","(np.float64(309.6173698103588), np.float64(133.66439528887653), np.float64(177.83024648992492), np.float64(41.037780443916546), np.float64(190.925067510856))"
865,"((8, 9), (10, 17))","(np.float64(0.13735706485592802), np.float64(0.13481222852738398))","(np.float64(50.67361228673013), np.float64(41.45643468107995))"
866,"((1, 6), (3, 17), (15, 16))","(np.float64(0.05347016326626797), np.float64(0.09137017251365012), np.float64(0.021828822955045287))","(np.float64(50.209437135330795), np.float64(53.06769075046806), np.float64(293.60245378834213))"
868,"((9, 10), (17, 19))","(np.float64(0.10025750032706332), np.float64(0.1465566046235051))","(np.float64(326.2151131282039), np.float64(239.22977660898636))"
869,"((5, 15), (4, 18), (1, 18), (1, 15))","(np.float64(0.10781198000955483), np.float64(0.13975684559689472), np.float64(0.11198047749281709), np.float64(0.1399990140693411))","(np.float64(186.44335199585743), np.float64(34.424214381291755), np.float64(249.79755617953708), np.float64(318.3059385008208))"
870,"((7, 17),)","(np.float64(0.14196154188834925),)","(np.float64(335.07591041864345),)"
871,"((10, 18), (7, 18))","(np.float64(0.12325984865299058), np.float64(0.14453109859528623))","(np.float64(227.29059507856118), np.float64(4.83559183192706))"
872,"((0, 2),)","(np.float64(0.10853434892702778),)","(np.float64(217.03681035052972),)"
873,"((0, 7), (0, 14))","(np.float64(0.132826910760493), np.float64(0.07793250613488882))","(np.float64(251.74646055307062), np.float64(273.75111636354745))"
875,"((0, 8), (5, 12))","(np.float64(0.05773965646379699), np.float64(0.10692922938712152))","(np.float64(270.0952843319517), np.float64(312.935321736624))"
876,"((1, 7), (3, 8), (8, 19), (5, 19))","(np.float64(0.13491409453568026), np.float64(0.11500745319206415), np.float64(0.13330606349176305), np.float64(0.0987836283960971))","(np.float64(4.7531809810201056), np.float64(316.47792840007105), np.float64(2.1376975237119953), np.float64(269.4722435943384))"
877,"((3, 10), (5, 7))","(np.float64(0.12216890759034808), np.float64(0.12862677780640566))","(np.float64(31.457271653021092), np.float64(32.59041116594467))"
878,"((5, 18), (9, 19), (5, 9))","(np.float64(0.14027701728169267), np.float64(0.11603667983650043), np.float64(0.14774615951598305))","(np.float64(146.5990331687177), np.float64(274.51983247110263), np.float64(229.50585125762015))"
880,"((4, 9),)","(np.float64(0.12403754098856173),)","(np.float64(357.910439209035),)"
881,"((1, 18), (1, 19), (4, 8), (17, 19))","(np.float64(0.13521701753580076), np.float64(0.14288018322799698), np.float64(0.06694270329828603), np.float64(0.1224301287717612))","(np.float64(73.35301510336845), np.float64(334.52248147248804), np.float64(8.966241376901596), np.float64(8.842097253419192))"
884,"((5, 12), (6, 12), (7, 13))","(np.float64(0.027183783949817058), np.float64(0.13933751942662845), np.float64(0.14859235575289031))","(np.float64(192.07141479768046), np.float64(359.9054715710013), np.float64(31.330961168833085))"
885,"((6, 19),)","(np.float64(0.1445047592613169),)","(np.float64(134.26525375446244),)"
886,"((16, 17),)","(np.float64(0.10637108761161247),)","(np.float64(14.18648283944596),)"
887,"((10, 16),)","(np.float64(0.14587097689337022),)","(np.float64(181.95208201156584),)"
888,"((5, 13),)","(np.float64(0.11247366767456969),)","(np.float64(105.67085942267983),)"
890,"((2, 10), (5, 19))","(np.float64(0.08567954445408811), np.float64(0.1448887761614155))","(np.float64(154.65412817326435), np.float64(93.88768067084652))"
891,"((7, 11), (1, 9))","(np.float64(0.11777923564352814), np.float64(0.09450111577318819))","(np.float64(110.20180166138212), np.float64(195.89090712668585))"
892,"((0, 14), (9, 19), (12, 17))","(np.float64(0.09879182105531692), np.float64(0.11460997098237169), np.float64(0.04317486431597776))","(np.float64(349.0794487926918), np.float64(337.6387025311471), np.float64(332.5415419151624))"
893,"((1, 15),)","(np.float64(0.13046102237905471),)","(np.float64(357.63562526593194),)"
894,"((0, 13), (6, 18), (10, 15))","(np.float64(0.13055132763116375), np.float64(0.10844526418554856), np.float64(0.06675564588489032))","(np.float64(285.93006348335194), np.float64(20.13923444473701), np.float64(163.08206888749388))"
895,"((7, 18),)","(np.float64(0.07830001702382251),)","(np.float64(75.3978206593147),)"
896,"((5, 16),)","(np.float64(0.13682139950204866),)","(np.float64(334.0140553264698),)"
897,"((4, 7), (3, 11))","(np.float64(0.09393155927904454), np.float64(0.14916511254856896))","(np.float64(174.52026903884314), np.float64(8.188370882249313))"
898,"((0, 8), (10, 16))","(np.float64(0.1252249076929334), np.float64(0.14531337244754405))","(np.float64(284.0113874152044), np.float64(141.17344836463297))"
899,"((2, 7), (2, 13), (6, 15), (7, 13), (3, 16))","(np.float64(0.08822628246277484), np.float64(0.12670258483626715), np.float64(0.1216214438078017), np.float64(0.12693871473757387), np.float64(0.14682044108017622))","(np.float64(62.924083929847114), np.float64(325.2531294251668), np.float64(272.35201932469477), np.float64(283.93362232272773), np.float64(300.5428228276721))"
900,"((9, 15),)","(np.float64(0.09124611159434018),)","(np.float64(172.14733272605847),)"
901,"((6, 10), (14, 15), (1, 6), (2, 6), (4, 6), (5, 6))","(np.float64(0.06456362108517089), np.float64(0.1433626618294035), np.float64(0.1481423389231674), np.float64(0.1441807178678527), np.float64(0.14990523868625208), np.float64(0.13372738663680178))","(np.float64(29.709753580815434), np.float64(18.522014810852887), np.float64(202.98435560174596), np.float64(6.256748858894574), np.float64(308.78654503912617), np.float64(283.030479089572))"
