episode,los_id,los_dist,los_qdr
113,"((3, 16), (0, 14))","(np.float64(0.10134543338227252), np.float64(0.11841115732765736))","(np.float64(142.57663577549536), np.float64(252.70565194900564))"
114,"((1, 3), (1, 19), (3, 19), (11, 19), (18, 19))","(np.float64(0.07341350782122258), np.float64(0.12122303825299863), np.float64(0.10757546567673155), np.float64(0.1378005325342745), np.float64(0.14281443742946764))","(np.float64(46.876809757915204), np.float64(108.30701772949817), np.float64(145.12999771855021), np.float64(6.177350034244737), np.float64(235.6490311525424))"
115,"((4, 14),)","(np.float64(0.1411542144572418),)","(np.float64(33.35815290080498),)"
116,"((4, 13),)","(np.float64(0.1458250902444191),)","(np.float64(281.5112547812396),)"
117,"((1, 14), (0, 11))","(np.float64(0.09039390538726683), np.float64(0.13052681566606708))","(np.float64(149.7872008378353), np.float64(213.19674645394727))"
118,"((1, 7), (10, 16))","(np.float64(0.14369884685980558), np.float64(0.05468683029375264))","(np.float64(271.6846209324343), np.float64(143.84133466211458))"
119,"((4, 7), (5, 19), (1, 8))","(np.float64(0.12510644489278375), np.float64(0.10850054273642167), np.float64(0.09939781649142657))","(np.float64(289.5713237798608), np.float64(272.5755511953171), np.float64(199.68158849133295))"
120,"((5, 16), (6, 15), (10, 11), (13, 17), (14, 15))","(np.float64(0.08114280926866185), np.float64(0.07211266125083128), np.float64(0.10546324958448751), np.float64(0.14060618993785232), np.float64(0.13028532363411627))","(np.float64(277.05377318862026), np.float64(40.90382549565234), np.float64(236.49645778270724), np.float64(107.13979261539183), np.float64(155.90419935836155))"
121,"((4, 10),)","(np.float64(0.14430163973815643),)","(np.float64(340.0688467406422),)"
122,"((2, 11), (10, 13))","(np.float64(0.13464143168526466), np.float64(0.05827098365476951))","(np.float64(277.8863701959785), np.float64(322.5178954821405))"
123,"((1, 8), (1, 6))","(np.float64(0.027875163341863338), np.float64(0.14407966117105606))","(np.float64(193.71818923329135), np.float64(279.7689043839196))"
124,"((3, 15),)","(np.float64(0.09528550869347224),)","(np.float64(145.10876064219238),)"
125,"((0, 14), (2, 19), (4, 6), (3, 19), (6, 9))","(np.float64(0.11197530774178113), np.float64(0.08582009738903637), np.float64(0.14726199788795097), np.float64(0.1460083736668947), np.float64(0.1305300550986236))","(np.float64(107.50308109460578), np.float64(129.4373009454634), np.float64(143.47807975963903), np.float64(330.52408876525794), np.float64(210.14582159723633))"
126,"((11, 15), (2, 12))","(np.float64(0.09403858542511213), np.float64(0.10981406370802978))","(np.float64(305.9879883620869), np.float64(299.4027671281876))"
128,"((4, 9),)","(np.float64(0.11828232584176511),)","(np.float64(175.7403446917418),)"
129,"((11, 14), (9, 15), (13, 17), (11, 12), (14, 15))","(np.float64(0.10971647242325841), np.float64(0.14969419203907683), np.float64(0.14013844471910417), np.float64(0.11794192509584543), np.float64(0.1370229302678625))","(np.float64(275.37729764363735), np.float64(256.44041335929774), np.float64(68.82541673975507), np.float64(151.30117814038695), np.float64(283.73855341749015))"
130,"((3, 18), (9, 13), (8, 16))","(np.float64(0.12159084138336447), np.float64(0.12171259504256614), np.float64(0.13723325316765952))","(np.float64(181.69462248213307), np.float64(205.71743458401292), np.float64(14.947107136493651))"
131,"((2, 15),)","(np.float64(0.12050140906065308),)","(np.float64(168.08443940737848),)"
132,"((3, 14), (7, 15))","(np.float64(0.056495934003625), np.float64(0.14367520875953055))","(np.float64(132.26185429867297), np.float64(326.49103479376504))"
133,"((5, 17),)","(np.float64(0.058360116826103856),)","(np.float64(211.77709933956658),)"
135,"((1, 12), (7, 19), (9, 19), (2, 8))","(np.float64(0.12298451676621701), np.float64(0.14307127024813635), np.float64(0.13261540173245065), np.float64(0.1244626497974982))","(np.float64(72.00598700889441), np.float64(352.64910889722074), np.float64(128.14500253209295), np.float64(307.6736191661339))"
136,"((13, 17),)","(np.float64(0.1412018315875001),)","(np.float64(245.32035963610727),)"
138,"((2, 9),)","(np.float64(0.13362518366298592),)","(np.float64(267.0232601181348),)"
140,"((0, 10), (7, 17), (11, 14), (14, 19), (11, 19), (8, 14), (8, 19))","(np.float64(0.1309483543581059), np.float64(0.14894837532909413), np.float64(0.0727126164261512), np.float64(0.1252043179625867), np.float64(0.10046196225020841), np.float64(0.10279122915832488), np.float64(0.03325175256568768))","(np.float64(94.93707313078421), np.float64(189.0236782553772), np.float64(116.0271900031305), np.float64(187.11885298276778), np.float64(196.93754919876835), np.float64(70.02521033199105), np.float64(265.60138034163))"
141,"((3, 5), (4, 6), (0, 7), (9, 18), (14, 18))","(np.float64(0.1448389125121174), np.float64(0.11802445777980293), np.float64(0.1345716007530217), np.float64(0.14857318096736385), np.float64(0.14619929925814135))","(np.float64(344.09077172273925), np.float64(164.6268100685883), np.float64(234.13102406443932), np.float64(71.23259075373953), np.float64(99.0534628554929))"
142,"((4, 7),)","(np.float64(0.12086722924639044),)","(np.float64(309.368632846041),)"
143,"((10, 13), (12, 14), (6, 18))","(np.float64(0.11214809657323539), np.float64(0.14251572397712764), np.float64(0.13417839099748285))","(np.float64(194.1849706855125), np.float64(62.91003845677432), np.float64(259.43220898985317))"
144,"((2, 16), (0, 9))","(np.float64(0.07146825632276198), np.float64(0.14982149032345604))","(np.float64(341.7636407208885), np.float64(254.1119253098334))"
146,"((0, 12), (10, 17), (10, 14), (10, 15))","(np.float64(0.06826553555505781), np.float64(0.14266111162120787), np.float64(0.12930746058874495), np.float64(0.13245056972838115))","(np.float64(287.8403389955762), np.float64(193.397611117813), np.float64(331.17247745520876), np.float64(332.93191520869675))"
