episode,tot_reward,tot_intrusions,tot_drift,hdg_in,spd_in
0,-23.39981903324104,16,0.024502712030599602,-0.002826592192170981,-2.9355648483729473
1,-7.825751900628628,2,0.019290569207379524,-0.003460893659838568,-2.717464148734784
2,-29.225407599522295,20,0.030547707283186534,0.0007172893853056312,-2.8988148982217226
3,-18.317215040044346,10,0.027540447152464786,-0.0029018048426777813,-2.7821276412694713
4,-18.11826388699902,8,0.03350418505628818,-0.0018192641466350252,-2.8801866675429477
5,-13.077202685856683,8,0.01681192942336644,-0.002801068265928535,-2.7818450457670507
6,-7.9387551034697115,2,0.019664751998244138,-0.01315679345730945,-2.7770050678764537
7,-22.53367174016889,14,0.028257191192612104,0.0011473491268281805,-2.6019456870410598
8,-27.913433319217194,14,0.046070971255686016,-0.23524087168344154,-2.6117072700720207
9,-22.251791737044943,8,0.05053826857108152,-0.3572910948868689,-2.8734450881389226
10,-5.25202558898514,0,0.017390813208560084,-0.0054212553651744365,-2.841703567722356
11,-14.626999912872801,8,0.021943708320770867,-0.0037965723206998397,-2.933612905348892
12,-16.899338722385593,10,0.022845492458230497,-0.0017552467355264091,-2.9040436199688915
13,-13.053265090600476,6,0.02335518241920692,-0.002780078419033956,-2.660390261062579
14,-19.81777478478349,2,0.058999254254249824,-0.3982095293367639,-2.932984671563015
15,-20.996964514615765,14,0.023168756670913265,-0.001827687123676281,-2.87489748033109
16,-18.037559479575,10,0.02661443536283115,-0.0025953557057034793,-2.861206290408173
17,-6.655064365510223,2,0.026449229349489917,-0.004001136762830852,-2.968443472836357
18,-66.45992752486089,8,0.19357591895649306,-0.5257099854001245,-2.870212712305882
19,-9.930326524604995,0,0.032881875909288094,-0.0889333326081955,-3.02559298571247
20,-46.25142465964853,24,0.07368021410479664,-0.3774939645991494,-2.771498095047805
21,-26.01620167103871,18,0.02726599207836292,-0.002638496939634562,-2.638902010659364
22,-10.917732712636312,6,0.024106532905080007,-0.004367760289346288,-2.5805331276814734
23,-40.47433091795363,16,0.0810408308541507,-0.6510457623847112,-2.850913748388111
24,-13.872016822343067,8,0.02053152735084992,-0.0011923106200423196,-2.6415188485108496
25,-8.522396566131112,2,0.021597339622950764,-0.003141563814225921,-2.862156062929842
26,-36.80112939575416,24,0.04295681005286645,-0.00480540783618008,-2.752543007998943
27,-18.712196440573404,12,0.022225816028388762,-0.004944182633397644,-2.9913300750187934
28,-8.197601002561514,2,0.02052185762437587,-0.0021046557364444132,-2.9059427804897218
29,-19.977338552099713,12,0.026415028318210968,-0.0030103426704195554,-2.875149364486795
30,-17.711786898048818,10,0.025535718205459603,-0.0006907928903087579,-2.7162827455613683
31,-5.491068741527916,0,0.018182346826251375,-0.0023180619429948044,-2.445014726705826
32,-19.564305305293033,12,0.025047368560572842,-0.0024865417913934647,-2.5734427551920867
33,-4.5986821050361515,0,0.01522742418886146,-0.004464720655001379,-2.7761061091875714
34,-26.433012861540355,18,0.027923883647484597,-0.0030477309862416953,-3.02964361430337
35,-10.177256439956757,4,0.020454491523035696,-0.0009415104884241048,-2.8401489675343377
36,-6.302710184479934,0,0.021009033948266462,-0.000619515449895213,-2.8312588087093706
37,-31.51541166027763,6,0.08448811808038949,0.5668271705693263,-2.7836625589633712
38,-4.49642807380313,0,0.022940959560220055,-0.0014027856848658803,-2.9722008208500705
39,-42.45275042547391,32,0.0346117563757415,-0.0022182387037708467,-2.823977748802493
40,-10.199952531414878,4,0.021088273916376868,-0.003293888963803294,-2.6431348703006523
41,-10.80960225213873,4,0.022548351828273954,-0.004400103096618928,-2.6026735275858917
42,-19.910074375612545,8,0.039437332369577964,-0.1943631580068625,-2.847630138031364
43,-66.87723838288743,18,0.1618451602082365,-1.5975674105289281,-2.9726669804583956
44,-18.076705586096114,10,0.02674405823210665,-0.0018036549570137597,-2.8885303436724517
45,-6.276455940140632,0,0.02078296668920737,-0.0050960396480475185,-2.7048998247855187
46,-14.903169380401094,8,0.022858176756295208,-0.004859838534966851,-2.998057393155705
47,-7.221852849116135,2,0.0172909034738945,-0.005741425716497053,-3.0234447716433857
48,-26.61153390052998,6,0.0682501122534107,-0.4315599609878753,-2.519366066450938
49,-33.062757844913925,4,0.09623429749971488,-0.8241530756979552,-3.150338216673175
50,-36.59906194695531,6,0.10132139717534888,-0.0006583402084421046,-3.0409545134180935
51,-14.286886474427787,8,0.020817504882211225,-0.000174627704576694,-2.7728491505353543
52,-13.76252858770506,4,0.032326253601672364,-0.004236095705584604,-2.7413186910990874
53,-7.137412828191191,2,0.017011300755600027,-0.004789328433277196,-3.034392258805968
54,-17.550623269313803,10,0.025002063805675136,-0.0029373949060574273,-2.8153736263960725
55,-25.841710647599594,10,0.052455995521852976,-0.26527498754802226,-2.926660117975437
56,-24.684282670258384,20,0.024916397182225526,-0.006005969195022307,-2.724720623490569
57,-14.532853002195843,6,0.033331457039827435,-0.002358306347286998,-2.656657478096167
58,-38.79138096161499,18,0.07533109044063432,-0.37222568352742164,-2.8057748119140964
59,-6.478490008123038,0,0.02145195366928157,-0.003148572307252726,-2.8497236293925603
60,-8.665089794566928,2,0.022069833756844088,-0.0013125405151902742,-2.8329044218841224
61,-10.032669161459065,4,0.021241792822039,-0.001422343003845603,-2.8632237902351387
62,-34.33715440018947,12,0.07396408741784613,-0.6395831018024809,-2.9695081977219946
63,-24.018002337414877,6,0.059662259395413524,-0.26690745663440585,-2.6858387533141244
