timesteps,episodes,total_reward,total_intrusions,final_altitude,TimeLimit.truncated
9370,239,-151.729879965,0,2599.572376,False
9409,240,-298.71197481833326,4,4185.9587,False
9450,241,-314.9246439016666,5,1713.463515,False
9490,242,-105.50303226833333,0,3085.73543,False
9506,243,-122.28980321333333,0,-100,False
9545,244,-105.80705956833333,0,3350.052511,False
9585,245,-144.01166932166666,1,2844.277304,False
9625,246,-197.38036295833328,2,2858.871238,False
9664,247,-162.68834348166666,1,4800.472276,False
9705,248,-99.77822829500002,0,2977.414916,False
9746,249,-208.3248322483333,3,1096.046219,False
9787,250,-250.28415686166664,4,525.631467,False
9828,251,-148.0590588866667,2,1182.964444,False
9868,252,-64.153782885,0,2154.970939,False
9907,253,-152.17404318666667,1,3034.349745,False
9946,254,-129.51045406666668,0,3369.926939,False
9986,255,-254.07415959833332,4,2028.273353,False
10026,256,-302.67136222833346,3,4291.344764,False
10059,257,-281.50910969,2,-100,False
10100,258,-94.99490743999999,0,2472.320972,False
10141,259,-63.201932031666665,0,1613.833344,False
10183,260,-234.17681498500002,3,1483.127511,False
10225,261,-235.41562939666667,3,771.011073,False
10264,262,-122.31327829666667,0,4274.482759,False
10306,263,-252.84145011333334,4,983.434477,False
10347,264,-297.2300365383334,4,3001.880669,False
10387,265,-134.01340977166666,1,2162.461382,False
10428,266,-396.91092289500006,7,1635.434893,False
10468,267,-209.78197877833333,2,4396.107667,False
10508,268,-68.66648012833333,0,3050.663321,False
10549,269,-156.81664047166672,1,2810.373245,False
10588,270,-198.17690875833335,1,-100,False
10628,271,-186.20366443499998,2,2790.761358,False
10668,272,-264.2787336183333,4,1662.181315,False
10709,273,-272.76528743500006,4,781.665021,False
10750,274,-198.86881598833332,3,1548.446803,False
10789,275,-348.35990473500004,5,3601.470289,False
10829,276,-162.3913764683333,2,1617.640587,False
10869,277,-163.33807555833337,2,2276.072531,False
10910,278,-286.21043389000005,4,1280.285416,False
10949,279,-96.17275452833334,0,4060.425622,False
10989,280,-500.81477751833336,8,3908.036994,False
11029,281,-253.5045961583333,3,1957.583661,False
11070,282,-130.3985044133333,1,2849.076799,False
11100,283,-274.33930280666664,2,-100,False
11141,284,-270.16829461000003,4,1191.271507,False
11181,285,-399.3680964516667,6,1736.276773,False
11220,286,-129.59767574833333,0,4999.581446,False
11262,287,-182.584462095,2,1395.648181,False
11301,288,-289.68998537000004,2,-100,False
11341,289,-92.65968138666665,0,3140.331093,False
11381,290,-85.97779022333333,0,3027.984524,False
11423,291,-289.116205695,4,987.660311,False
11462,292,-187.7065144466667,0,3977.477506,False
11502,293,-326.1987116816667,5,2989.22897,False
11542,294,-133.17968244833335,0,3021.530144,False
11583,295,-412.3512688999999,7,2685.91805,False
11624,296,-62.58601898500001,0,2185.109287,False
11665,297,-293.2202654800001,4,1380.500007,False
11699,298,-187.090172935,1,-100,False
11740,299,-215.25041051500003,2,1250.588401,False
11781,300,-302.976920815,4,2175.510216,False
11821,301,-134.17295859166668,1,3408.154524,False
11861,302,-132.68345191833328,1,2773.077397,False
11902,303,-129.62402289666665,1,1824.617302,False
11942,304,-284.8851551133333,4,2396.219851,False
11982,305,-277.33503891166674,4,2582.947046,False
12023,306,-113.41826374166664,1,1686.013936,False
12063,307,-95.23640186666665,0,2388.61206,False
12104,308,-149.5839872533333,2,524.318671,False
12145,309,-151.92080654666668,1,596.27411,False
12185,310,-116.34959407000002,0,2218.61274,False
12225,311,-154.0434004,1,2378.906804,False
12265,312,-105.04056987333334,0,3763.405021,False
12304,313,-129.77629213833333,1,2932.322423,False
12343,314,-94.78634778,0,2258.443991,False
12381,315,-160.190328085,0,3726.052451,False
12422,316,-465.38103634999993,8,1324.231491,False
12461,317,-143.94246965666667,0,4177.610855,False
12500,318,-148.85793811333332,1,3234.853131,False
12540,319,-176.8489148316667,2,3344.435968,False
12580,320,-96.18797246,0,2373.496353,False
12622,321,-287.96063297500007,4,2925.859221,False
12665,322,-276.0191082183334,1,-100,False
12704,323,-200.64818583333332,2,3754.204879,False
12746,324,-125.38442829999997,0,927.188795,False
12786,325,-147.72722809333334,0,3037.023571,False
12827,326,-201.20101086333335,2,3412.502978,False
12867,327,-173.80066828999998,2,1708.696142,False
12896,328,-250.70612506833336,2,-100,False
12936,329,-164.1175753583333,2,3207.413679,False
12975,330,-68.497158405,0,2042.387476,False
13013,331,-253.06384486833332,0,5547.687608,False
13052,332,-171.23612007166665,1,4966.917383,False
13092,333,-59.16260151666667,0,1451.101595,False
13132,334,-85.03665184666664,0,2189.561669,False
13171,335,-200.67891003666668,2,4057.440908,False
13211,336,-156.11091227333338,0,3124.493017,False
13252,337,-322.87624809999994,5,40.213326,False
13291,338,-164.27945069166668,1,4951.847227,False
13331,339,-175.24497168500002,2,1247.289613,False
13371,340,-213.58093903500003,2,3277.668521,False
13411,341,-61.78574221666666,0,2231.761153,False
13450,342,-403.1669759416667,5,4821.392409,False
13490,343,-157.90683566500002,1,2122.923357,False
13529,344,-111.64935535666666,0,3612.977752,False
13568,345,-154.11834043833332,0,3668.122116,False
13608,346,-415.02221248000006,7,2694.539546,False
13648,347,-227.56072745,3,2269.711974,False
13689,348,-453.9687529699999,8,1606.909527,False
13728,349,-330.38924646500004,5,2975.345287,False
13769,350,-98.46761835000001,0,2197.114384,False
13809,351,-100.94115846500002,0,1506.526268,False
13848,352,-187.2398038816667,0,4287.714392,False
13889,353,-66.64392781500001,0,1984.434743,False
13928,354,-267.5557403683334,3,5488.37991,False
13968,355,-108.60957817666663,1,1871.792874,False
14008,356,-76.77401458666668,0,3096.48253,False
14048,357,-166.1024230533333,2,2008.678134,False
14088,358,-162.17885552666667,2,2318.887523,False
14128,359,-190.05928262333333,1,4235.339649,False
14167,360,-186.34645490166668,1,3369.305849,False
14208,361,-107.38913402500002,1,1472.565039,False
14248,362,-154.48905480500002,0,2777.255984,False
14288,363,-168.215293475,0,4740.817321,False
14327,364,-181.838099585,2,2553.981481,False
14367,365,-109.93734020833332,0,3270.075797,False
14408,366,-265.3097370266667,4,1076.033805,False
14447,367,-177.94599810833336,0,3756.44343,False
14489,368,-131.44303219,1,1149.470749,False
14529,369,-106.11194550833333,0,3177.673066,False
14569,370,-81.374274145,0,2330.095103,False
14608,371,-585.7594325950001,9,-100,False
14648,372,-125.82188420166665,0,3556.751674,False
14687,373,-99.831428945,0,2655.769805,False
14727,374,-109.89450154500001,0,561.003929,False
14767,375,-126.71079333166668,0,2390.495901,False
14806,376,-74.62259924166668,0,3031.044802,False
14844,377,-137.30069202666667,0,4777.933,False
14883,378,-88.35965307833332,0,2810.824236,False
14924,379,-110.82642967666666,1,1554.404576,False
14962,380,-160.96979355666667,0,4857.823707,False
15003,381,-270.37365213000004,4,404.304195,False
15044,382,-486.2597861983334,8,2533.416764,False
15084,383,-79.83758160833334,0,1524.314749,False
15124,384,-161.12144343666665,2,1503.809168,False
15163,385,-226.379386185,2,5253.523113,False
15203,386,-136.00110164666668,1,1407.046916,False
15243,387,-417.3605675400001,7,1663.718443,False
15283,388,-190.75602556500007,2,2247.49403,False
15322,389,-143.15489439,0,4439.193989,False
15361,390,-221.85138078166668,2,4227.009839,False
15401,391,-174.16281685666664,2,1419.063078,False
15442,392,-306.96465149833335,5,887.520567,False
15482,393,-217.4365525616666,2,2921.172115,False
15522,394,-442.90139842333326,6,4274.876576,False
15563,395,-116.12658757333335,1,255.659065,False
15602,396,-140.809424225,0,3811.941316,False
15642,397,-219.71647012833336,3,1836.420624,False
15671,398,-167.96704719500002,0,-100,False
15709,399,-126.51020940666666,0,4485.667957,False
15748,400,-298.0469349466666,3,4997.436873,False
15788,401,-106.22943725000002,0,2946.891866,False
15829,402,-281.70905663333326,4,1207.691336,False
15869,403,-64.953338895,0,1919.264317,False
15910,404,-161.65774112499997,2,1234.648438,False
15951,405,-163.8018643133334,2,990.712534,False
15992,406,-438.94929155000005,8,764.278288,False
16033,407,-120.10936317500001,1,2186.940578,False
16073,408,-266.58572343833345,4,2095.324484,False
16113,409,-102.78722575166665,0,2889.047916,False
16149,410,-266.44083663999993,2,-100,False
16188,411,-126.38461207666666,0,2807.616713,False
16228,412,-175.93554849166674,2,1230.14912,False
16269,413,-85.65190249666666,0,1960.18811,False
16308,414,-141.998700735,0,3330.570828,False
16349,415,-160.88384142833337,2,1786.345974,False
16388,416,-248.09745725000008,3,3140.874973,False
16429,417,-173.46676627166667,1,1532.994901,False
16470,418,-77.178428605,0,2978.290982,False
16508,419,-162.18042789166668,1,3015.403449,False
16550,420,-119.8436817366667,1,725.329961,False
16590,421,-151.994143775,0,3847.953004,False
16631,422,-113.86894895333332,1,2407.426591,False
16671,423,-117.95300517333334,1,2240.723533,False
16711,424,-136.13460779166667,0,3038.05382,False
16750,425,-147.80027880833336,0,3466.335328,False
16789,426,-163.9556510333333,2,2797.297172,False
16828,427,-97.930609705,0,3570.189652,False
16869,428,-332.5687397233333,5,1375.813701,False
16910,429,-233.4516225766667,4,318.933932,False
16951,430,-74.86242788000001,0,866.401541,False
16991,431,-422.1520840683334,7,1501.480602,False
17030,432,-153.10457080833334,0,3437.026489,False
17068,433,-207.75201299333332,0,3932.960498,False
17108,434,-64.580940385,0,1879.59705,False
17149,435,-214.2417269916666,3,2296.72994,False
17185,436,-338.24603466333326,2,7354.295979,False
17225,437,-117.65592957666665,1,2475.323964,False
17265,438,-177.88302822333338,1,2541.980429,False
17305,439,-70.45513428000001,0,2415.373032,False
17344,440,-122.470656055,0,4414.86392,False
17382,441,-241.1359882633334,1,5028.43612,False
17424,442,-172.23514616,1,2623.224062,False
17464,443,-115.27373035166667,0,3793.657071,False
17504,444,-76.83626451333333,0,1885.622461,False
17542,445,-230.38738458000006,1,4359.133075,False
17581,446,-100.11194986666666,0,3092.849688,False
17621,447,-65.25609520166667,0,1840.441778,False
17662,448,-224.52058710333336,3,1566.034045,False
17702,449,-82.68660621166666,0,2423.853468,False
17741,450,-92.18651957333333,0,2901.996632,False
17779,451,-181.60492698500002,0,3106.625188,False
17819,452,-412.39278880999996,7,2436.988083,False
17860,453,-250.01082811333333,4,1387.956788,False
17900,454,-315.26518765666657,5,1977.599337,False
17940,455,-309.73685254833333,5,1625.096091,False
17980,456,-156.22490357333334,1,2785.978409,False
18020,457,-95.41739209666667,0,2354.961465,False
18059,458,-118.37950214499999,0,3773.356755,False
18099,459,-107.50641565833335,0,3380.65943,False
18139,460,-88.03853754333333,0,1333.392847,False
18177,461,-150.454014295,0,4523.006981,False
18218,462,-379.3315239833334,5,1501.679335,False
18256,463,-164.8817428283333,1,3132.275338,False
18295,464,-220.12458895833333,1,4464.958641,False
18335,465,-120.08239003333334,1,1041.610326,False
18375,466,-234.92506147833333,3,2832.804387,False
18416,467,-314.8366990900001,5,1606.375142,False
18457,468,-176.47135763666665,1,2359.511626,False
18497,469,-99.53911930333332,1,536.320262,False
18536,470,-108.04354924833333,0,4089.154371,False
18574,471,-296.43109953333334,2,5291.856484,False
18614,472,-122.46188274000002,1,2200.795444,False
18655,473,-258.14241321000003,3,370.183484,False
18696,474,-163.26873820666665,2,1185.407394,False
18735,475,-121.309370245,0,4146.623989,False
18775,476,-68.46283090333333,0,1329.962137,False
18815,477,-293.2798480966666,4,1383.690343,False
18856,478,-226.62919417333336,3,1399.229025,False
18895,479,-151.6289361216667,1,3239.139097,False
18936,480,-117.49596580833335,1,1574.084423,False
18976,481,-91.90536906833336,0,2514.498582,False
19015,482,-165.0666651666667,0,3344.522206,False
19056,483,-175.10132299666668,2,1362.215638,False
19097,484,-93.06301092666668,0,3694.622175,False
19137,485,-144.32309910833337,0,2278.504828,False
19177,486,-111.93219053666667,0,3487.931495,False
19215,487,-141.83716350499998,0,3627.561453,False
19255,488,-72.73131270666666,0,974.651965,False
19296,489,-104.88681953000003,1,920.932374,False
19336,490,-196.48259521333333,2,3499.985783,False
19376,491,-113.40520076000001,0,2600.193369,False
19416,492,-137.88079893666668,1,2657.792198,False
19455,493,-133.22180890500002,0,2794.852485,False
19495,494,-106.66402291999998,0,753.141294,False
19534,495,-186.64994142,2,2345.17,False
19574,496,-164.42262434333335,2,1704.309973,False
19614,497,-296.19767340166663,4,3304.783905,False
19654,498,-84.03551272166668,0,1483.917823,False
19695,499,-180.4706911466667,2,130.650016,False
19733,500,-215.58854773833332,0,5300.740959,False
19774,501,-255.31833209166672,4,1217.242758,False
19814,502,-166.1862804316667,2,2091.767914,False
19854,503,-65.95694347166668,0,2662.187176,False
19893,504,-69.57159829333334,0,2409.6796,False
19933,505,-277.9226917933333,4,2190.226863,False
19973,506,-179.95013939333336,1,3426.80432,False
20013,507,-126.6116393383333,1,1920.733288,False
20052,508,-96.31699875833334,0,2383.158085,False
20092,509,-96.52790339500002,0,1316.572026,False
20132,510,-228.42729721333336,3,2839.147652,False
20169,511,-218.07103231,0,5783.164975,False
20207,512,-115.63954633666668,0,2975.364927,False
20248,513,-191.74611920666666,2,1791.397757,False
20288,514,-88.88818781166665,0,2123.466521,False
20328,515,-139.14284223833332,1,1981.15592,False
20368,516,-88.57658735833334,0,3260.226186,False
20408,517,-67.29242206166668,0,633.077904,False
20447,518,-194.27630530833335,2,2948.684404,False
20487,519,-73.04747861833334,0,2315.08997,False
20528,520,-143.2210613533333,2,1118.316955,False
20568,521,-143.34430848333335,1,3193.729363,False
20608,522,-133.92213949500004,0,3571.393942,False
20647,523,-146.94431592,0,-100,False
20689,524,-224.66349728000003,3,896.713704,False
20729,525,-150.28797746499998,1,1774.855789,False
20769,526,-145.98843399666669,1,2063.05717,False
20808,527,-74.02437293,0,1768.723166,False
20848,528,-125.70200181166666,1,2138.091713,False
20888,529,-263.39470760833336,2,-100,False
20928,530,-210.0719746416667,2,1701.601452,False
20968,531,-107.419770465,1,1136.337752,False
21008,532,-167.95406218500003,1,2363.300161,False
21048,533,-176.8280777766667,2,1073.790734,False
21087,534,-113.37951990166667,0,3119.195002,False
21129,535,-199.48142155999997,1,-100,False
21168,536,-72.951422655,0,1786.23515,False
21208,537,-181.07400259999994,2,523.251123,False
21249,538,-185.04797302999998,2,1258.325744,False
21289,539,-224.3264530149999,3,3232.895063,False
21328,540,-111.89451881333335,0,2917.185072,False
21367,541,-90.13501801166666,0,1260.47837,False
21405,542,-116.18831362333331,0,2884.874054,False
21444,543,-172.81586763500002,2,2842.241923,False
21485,544,-309.6864011983334,3,-100,False
21523,545,-234.05886763833337,2,4163.63377,False
21562,546,-138.21323701333333,0,2227.799937,False
21587,547,-136.19139951333335,0,-100,False
21627,548,-86.74819072833333,0,1240.696008,False
21666,549,-118.90321168666665,0,3109.707102,False
21705,550,-83.83195723166668,0,1731.839429,False
21745,551,-78.33335050166669,0,1052.884931,False
21785,552,-63.09701207333333,0,2007.520707,False
21826,553,-183.06213680333335,1,678.986213,False
21865,554,-141.10446202333333,0,2292.262825,False
21906,555,-220.58360021333334,3,1547.370161,False
21945,556,-111.94124659166667,0,2791.641939,False
21986,557,-182.5687176266666,2,1356.613145,False
22027,558,-97.65989721166667,0,2250.465639,False
22067,559,-80.906528465,0,2816.386211,False
22106,560,-223.19853032666668,2,3550.002059,False
22146,561,-67.16699456666667,0,1586.374478,False
22185,562,-135.98433162666666,1,1837.476396,False
22227,563,-154.54988076999996,1,2827.858968,False
22267,564,-203.75031108833335,2,3781.848295,False
22307,565,-107.66425500833336,0,2118.212947,False
22346,566,-103.75311509500001,0,1997.944148,False
22386,567,-180.63727536666667,2,1174.89223,False
22423,568,-320.08101838666664,3,-100,False
22461,569,-117.31149000333338,0,2023.362563,False
22500,570,-75.50672200166667,0,1396.62666,False
22541,571,-60.98933150333333,0,2270.632712,False
22581,572,-91.27461001166668,0,2168.838447,False
22623,573,-90.78363624166671,1,213.332061,False
22663,574,-158.95039307166667,2,2040.073729,False
22704,575,-155.07837073000002,2,1586.865696,False
22744,576,-85.41600258333335,0,1531.184335,False
22783,577,-146.46755690499998,0,3532.954469,False
22822,578,-102.51427367166666,0,2638.871182,False
22861,579,-119.63651044333332,0,2341.914217,False
22901,580,-98.238268325,0,2476.536296,False
22940,581,-111.59756745333334,0,2343.885009,False
22979,582,-194.7624796733333,2,2138.882514,False
23020,583,-107.62900591833335,1,1277.056919,False
23060,584,-76.18865902500002,0,1841.904561,False
23099,585,-170.48477906,0,3917.333875,False
23139,586,-273.02386358333337,4,1622.786565,False
23179,587,-306.22425538666664,5,2396.360888,False
23218,588,-343.86601587833337,5,3130.094621,False
23258,589,-188.994447465,2,2053.414275,False
23300,590,-329.1040174966666,5,1741.281567,False
23340,591,-221.28988679833336,2,2777.399808,False
