timesteps,episodes,total_reward,total_intrusions,final_altitude,TimeLimit.truncated
5303,148,-96.47168474500002,0,2318.760397,False
5343,149,-187.55379519,1,5007.990507,False
5358,150,-115.77898837833334,0,-100,False
5400,151,-160.50626535,0,3418.926466,False
5418,152,-118.78779505333333,0,-100,False
5457,153,-243.70087650166664,3,2730.052085,False
5496,154,-307.12667082999997,4,4024.177609,False
5518,155,-122.672729785,0,-100,False
5528,156,-119.51950918166668,0,-100,False
5568,157,-488.57508247333305,8,3924.324072,False
5581,158,-112.64419931,0,-100,False
5620,159,-107.01940856499999,0,3821.475931,False
5631,160,-133.92201293333335,0,-100,False
5671,161,-243.23181348666665,3,3763.01097,False
5711,162,-186.18126488666667,0,4896.80739,False
5751,163,-231.2147732316666,3,2518.148081,False
5765,164,-138.07276719333333,0,-100,False
5807,165,-127.112118205,0,2289.436141,False
5847,166,-195.19136380499998,2,4245.624491,False
5886,167,-244.9335474000001,3,3496.374328,False
5892,168,-108.28432336666667,0,-100,False
5933,169,-127.51727836166667,1,2043.77898,False
5957,170,-163.75657158500002,0,-100,False
5965,171,-122.31423732666667,0,-100,False
5977,172,-118.18274298,0,-100,False
6016,173,-156.57154344666665,0,4413.178325,False
6027,174,-114.89961042666667,0,-100,False
6065,175,-158.93161707333334,0,4802.121034,False
6106,176,-124.00532677333334,0,3966.833233,False
6119,177,-136.72744329166667,0,-100,False
6159,178,-131.75593599166666,0,1858.037659,False
6199,179,-114.46386702000002,0,2422.941755,False
6238,180,-383.13888864833325,5,3461.111997,False
6279,181,-172.54090429166666,2,1010.667314,False
6286,182,-112.94418645,0,-100,False
6310,183,-235.14189393666663,2,-100,False
6350,184,-172.29052279333328,2,1471.581329,False
6391,185,-279.0293111133334,4,2074.063196,False
6400,186,-120.79916940666666,0,-100,False
6419,187,-185.39257697,1,-100,False
6433,188,-131.91470217666668,0,-100,False
6476,189,-159.27460719500004,0,3260.185908,False
6488,190,-123.76921810666667,0,-100,False
6501,191,-137.65842513333334,0,-100,False
6541,192,-142.44685133999997,1,2027.719529,False
6576,193,-226.61273790666667,0,6332.442548,False
6616,194,-267.1572236666667,4,2012.002797,False
6627,195,-117.07197923166667,0,-100,False
6667,196,-145.54841077333333,1,3194.56177,False
6675,197,-115.35844183666667,0,-100,False
6689,198,-135.12613815833333,0,-100,False
6702,199,-116.16923294666667,0,-100,False
6743,200,-94.79242697666668,0,2734.611426,False
6783,201,-214.26477968833336,3,2214.583524,False
6803,202,-120.73919934666667,0,-100,False
6815,203,-114.72620618833334,0,-100,False
6855,204,-298.57114613499994,5,2040.76663,False
6896,205,-295.2364978166666,5,845.733342,False
6936,206,-142.9582425766667,1,2041.240165,False
6949,207,-126.33590655500001,0,-100,False
6990,208,-82.01580249,0,708.128689,False
7031,209,-168.35485726333334,1,1508.135154,False
7073,210,-271.78993607833337,2,1764.450573,False
7095,211,-128.70761627333334,0,-100,False
7134,212,-142.178788855,0,3190.846771,False
7144,213,-119.35914829000001,0,-100,False
7183,214,-91.446944855,0,2335.129065,False
7190,215,-113.7809108,0,-100,False
7231,216,-212.60738191166672,3,2613.714377,False
7271,217,-230.75635189,3,3097.52908,False
7312,218,-109.9180038616667,1,2462.884168,False
7322,219,-120.40932653833333,0,-100,False
7331,220,-120.06226405000001,0,-100,False
7370,221,-156.99530639333335,0,3260.491179,False
7393,222,-133.28052454,0,-100,False
7405,223,-140.96583916666668,0,-100,False
7446,224,-86.24055814500001,0,2107.814386,False
7466,225,-227.88133141666668,2,-100,False
7474,226,-117.49404626166667,0,-100,False
7480,227,-109.4490591,0,-100,False
7500,228,-142.11120697166666,0,-100,False
7540,229,-118.932659285,0,4049.094369,False
7556,230,-122.110835185,0,-100,False
7564,231,-116.46746150166666,0,-100,False
7604,232,-101.47408496333333,0,2028.929134,False
7615,233,-128.04709669166667,0,-100,False
7654,234,-105.00861559333333,0,3574.23883,False
7665,235,-134.79478099333335,0,-100,False
7704,236,-75.68057390166666,0,2878.309771,False
7711,237,-110.14534977,0,-100,False
7750,238,-157.88173792833334,0,3782.879776,False
7792,239,-257.50239855,2,2086.20332,False
7803,240,-127.06365511833334,0,-100,False
7842,241,-139.71803592999999,0,3270.044644,False
7851,242,-118.46290114,0,-100,False
7860,243,-122.65688241666666,0,-100,False
7901,244,-378.3512917483334,4,2240.732562,False
7909,245,-117.12157137833333,0,-100,False
7916,246,-115.20516611000001,0,-100,False
7927,247,-119.22742459333334,0,-100,False
7934,248,-109.40053504,0,-100,False
7953,249,-146.09667172000002,0,-100,False
7995,250,-147.30315468166668,1,2039.57954,False
8004,251,-114.78216094166666,0,-100,False
8013,252,-124.30863976833334,0,-100,False
8020,253,-111.957066105,0,-100,False
8027,254,-115.14814832333333,0,-100,False
8039,255,-123.854683415,0,-100,False
8047,256,-117.46363489333334,0,-100,False
8086,257,-112.71293335333334,0,4317.592532,False
8128,258,-146.09545208833333,0,1864.803056,False
8168,259,-146.24143133166663,0,2885.46302,False
8183,260,-137.18676452166667,0,-100,False
8193,261,-120.533868725,0,-100,False
8200,262,-114.03175055666667,0,-100,False
8240,263,-229.21870136833337,3,2870.16268,False
8248,264,-109.48411937666667,0,-100,False
8290,265,-141.37747319500002,1,1923.21354,False
8300,266,-123.02571133000001,0,-100,False
8311,267,-114.62594430333334,0,-100,False
8318,268,-112.48947876,0,-100,False
8327,269,-115.83221419666667,0,-100,False
8337,270,-124.84485763666667,0,-100,False
8346,271,-114.49916059833333,0,-100,False
8357,272,-139.20785204666666,0,-100,False
8399,273,-166.19904283500003,0,2508.663046,False
8410,274,-123.42523346333334,0,-100,False
8418,275,-119.22708274,0,-100,False
8458,276,-192.45260433666667,2,2519.098672,False
8469,277,-128.90291363,0,-100,False
8479,278,-125.95070676166667,0,-100,False
8486,279,-108.33284044666667,0,-100,False
8500,280,-121.0227393,0,-100,False
8517,281,-154.79092804833334,0,-100,False
8529,282,-129.49550947,0,-100,False
8544,283,-143.5899545,0,-100,False
8554,284,-122.95956853333334,0,-100,False
8567,285,-137.63810791666668,0,-100,False
8575,286,-112.48699951333333,0,-100,False
8582,287,-108.35188026,0,-100,False
8593,288,-127.94876846833333,0,-100,False
8602,289,-120.09658347999999,0,-100,False
8641,290,-146.79415059166666,0,3461.350423,False
8681,291,-136.83243066499998,1,1599.46036,False
8688,292,-112.79636679000001,0,-100,False
8727,293,-147.59952517666665,0,3734.815065,False
8767,294,-169.3636771816667,2,2867.022227,False
8807,295,-109.72830621666668,0,2510.259321,False
8823,296,-165.86843591000002,1,-100,False
8832,297,-119.74768575666667,0,-100,False
8840,298,-111.33704768333334,0,-100,False
8851,299,-129.5592169,0,-100,False
8890,300,-194.73187715499992,2,3796.815394,False
8898,301,-112.04452045,0,-100,False
8905,302,-112.53279744,0,-100,False
8944,303,-239.912831155,3,3563.497498,False
8955,304,-126.29507643333334,0,-100,False
8997,305,-195.03098765666658,2,2305.060132,False
9037,306,-132.75628424166663,1,1481.676286,False
9045,307,-111.18137066333333,0,-100,False
9086,308,-352.4746065816667,5,3207.524141,False
9098,309,-134.62784999833335,0,-100,False
9137,310,-104.63410317666667,0,3581.489677,False
9146,311,-118.658093205,0,-100,False
9164,312,-160.04138887333335,0,-100,False
9173,313,-115.62706288166666,0,-100,False
9186,314,-125.21974595666666,0,-100,False
9198,315,-136.61712925166665,0,-100,False
9239,316,-105.08835224333333,0,1944.428766,False
9251,317,-122.458737655,0,-100,False
9259,318,-111.91462259333333,0,-100,False
9269,319,-128.33356585333334,0,-100,False
9290,320,-201.77300719666667,0,-100,False
9298,321,-116.15120442333333,0,-100,False
9309,322,-123.57266988,0,-100,False
9349,323,-121.87854600333335,1,2917.505428,False
9358,324,-126.65891720666667,0,-100,False
9398,325,-84.52066328166666,0,1521.83538,False
9411,326,-130.2990088916667,0,-100,False
9420,327,-113.77059206833334,0,-100,False
9432,328,-141.26164475333334,0,-100,False
9473,329,-122.10188882166668,0,3391.766608,False
9480,330,-108.22064735666666,0,-100,False
9521,331,-87.91305299833334,0,2082.459772,False
9562,332,-185.9448625733334,0,2567.339225,False
9583,333,-145.794987645,0,-100,False
9590,334,-110.58637607833333,0,-100,False
9633,335,-195.795247225,0,2218.598374,False
9639,336,-107.64869871666667,0,-100,False
9679,337,-96.84130650333333,0,3997.547377,False
9703,338,-190.69596628833332,0,-100,False
9711,339,-111.81169119333333,0,-100,False
9719,340,-112.51271919999999,0,-100,False
9726,341,-113.22311566833334,0,-100,False
9737,342,-135.87013311666666,0,-100,False
9747,343,-121.59347528333333,0,-100,False
9789,344,-123.04049522499999,0,2511.038261,False
9800,345,-132.05540643,0,-100,False
9841,346,-96.10423949333334,0,3108.794276,False
9854,347,-147.31772802166665,0,-100,False
9892,348,-145.54602612999997,0,3800.525133,False
9931,349,-157.38767464166668,1,3765.311493,False
9944,350,-144.69121347,0,-100,False
9951,351,-109.366032425,0,-100,False
9958,352,-110.460554055,0,-100,False
9976,353,-169.915793365,0,-100,False
9985,354,-122.31856152666667,0,-100,False
10028,355,-139.88923204499997,0,2357.497355,False
10068,356,-423.4737123366666,7,2933.579355,False
10078,357,-120.88671691833333,0,-100,False
10094,358,-140.21123740666667,0,-100,False
10103,359,-121.12031042333334,0,-100,False
10143,360,-242.98307151333336,3,2346.98254,False
10154,361,-120.84932249666667,0,-100,False
10164,362,-128.66449347333332,0,-100,False
10173,363,-114.79937765333334,0,-100,False
10214,364,-85.17835442333333,0,2817.691513,False
10232,365,-169.40327482499998,0,-100,False
10273,366,-152.05937059500002,1,2682.831046,False
10281,367,-114.9162148,0,-100,False
10319,368,-113.47614837333333,0,3978.243371,False
10332,369,-128.35709995333332,0,-100,False
10341,370,-115.77807961,0,-100,False
10349,371,-118.88233015333333,0,-100,False
10390,372,-92.88317310666666,0,2261.851064,False
10398,373,-115.63025193833333,0,-100,False
10405,374,-115.96291540166666,0,-100,False
10416,375,-140.11821148333334,0,-100,False
10423,376,-114.15998884,0,-100,False
10446,377,-138.74000758,0,-100,False
10457,378,-127.12747252333334,0,-100,False
10497,379,-188.48451859500003,2,1659.483971,False
10508,380,-125.28902235999999,0,-100,False
10550,381,-106.89299108333333,0,2227.721024,False
10566,382,-150.63391420833335,0,-100,False
10606,383,-101.02788397500001,0,2588.535269,False
10614,384,-115.06552798,0,-100,False
10654,385,-87.77790511666666,0,2523.068184,False
10662,386,-115.36676016666667,0,-100,False
10702,387,-84.59312752,0,1954.285205,False
10711,388,-114.01447118166666,0,-100,False
10722,389,-132.74854393333334,0,-100,False
10733,390,-121.21129918,0,-100,False
10774,391,-260.77724931,4,1992.531732,False
10784,392,-120.55795741,0,-100,False
10796,393,-128.246045875,0,-100,False
10837,394,-156.45241592166667,0,3881.688357,False
10848,395,-121.89043735333334,0,-100,False
10857,396,-113.20231232500001,0,-100,False
10866,397,-119.87838641,0,-100,False
10906,398,-370.1528677316666,6,3288.105165,False
10916,399,-114.11941168666667,0,-100,False
10932,400,-154.66421978666665,0,-100,False
10942,401,-122.15824991,0,-100,False
10984,402,-208.9299061816667,2,2421.719757,False
10992,403,-115.65809693666667,0,-100,False
11008,404,-151.872032205,0,-100,False
11046,405,-119.32952625333333,0,4168.239969,False
11087,406,-147.21856341666668,1,2392.406175,False
11109,407,-152.88280836666667,0,-100,False
11149,408,-186.7001010333334,2,2651.194548,False
11160,409,-125.71355691,0,-100,False
11172,410,-120.74388397833334,0,-100,False
11214,411,-101.48147883333334,0,1522.897813,False
11221,412,-108.04530178166667,0,-100,False
11234,413,-150.35736955166666,0,-100,False
11274,414,-296.21625585333334,4,2436.378551,False
11286,415,-146.48112258999998,0,-100,False
11325,416,-138.74101215333332,1,3842.516731,False
11365,417,-113.52661181833332,0,3327.678433,False
11378,418,-136.50444750833333,0,-100,False
11418,419,-231.7018317166667,3,1694.944735,False
11460,420,-187.33531040000005,0,2784.035617,False
11502,421,-281.0480646483333,1,2167.513252,False
11511,422,-113.17840924666666,0,-100,False
11522,423,-125.58115353333334,0,-100,False
11533,424,-134.4405739,0,-100,False
11573,425,-82.45436680666667,0,3088.681056,False
11585,426,-134.17137677833335,0,-100,False
11596,427,-124.46695637166667,0,-100,False
11636,428,-84.33910895166667,0,2620.423916,False
11643,429,-113.78385037,0,-100,False
11653,430,-127.35867413,0,-100,False
11694,431,-231.19471295166667,3,1332.883494,False
11704,432,-126.13772416,0,-100,False
11718,433,-140.36938997833334,0,-100,False
11725,434,-108.82152719333334,0,-100,False
11735,435,-128.00481634,0,-100,False
11744,436,-127.18029055000001,0,-100,False
11762,437,-142.90359549166666,0,-100,False
11801,438,-205.3833096816666,2,2278.926497,False
11809,439,-121.23170752666667,0,-100,False
11816,440,-107.56794842,0,-100,False
11834,441,-144.88915272166668,0,-100,False
11843,442,-121.30775012666666,0,-100,False
11883,443,-103.11353349000001,0,3738.256221,False
11889,444,-111.029091025,0,-100,False
11896,445,-114.21905697,0,-100,False
11904,446,-116.75771252333334,0,-100,False
11942,447,-124.39912164999998,0,3438.989698,False
11970,448,-143.87482222833333,0,-100,False
11982,449,-130.20130123333334,0,-100,False
11994,450,-122.71136916333333,0,-100,False
12004,451,-118.81120599,0,-100,False
12012,452,-108.8361006,0,-100,False
12052,453,-81.97997840333333,0,2042.631418,False
12061,454,-119.59484906666667,0,-100,False
12082,455,-130.09021329,0,-100,False
12091,456,-117.6062103,0,-100,False
12131,457,-199.07927665333332,2,2549.885445,False
12140,458,-120.79533770333333,0,-100,False
12182,459,-202.326299765,2,1756.866876,False
12190,460,-111.37508665,0,-100,False
12200,461,-130.678461485,0,-100,False
12241,462,-125.544973225,1,2526.88952,False
12249,463,-111.37498798333334,0,-100,False
12260,464,-125.83737033666668,0,-100,False
12267,465,-116.69593249,0,-100,False
12275,466,-111.71542645,0,-100,False
12284,467,-121.18960430166666,0,-100,False
12293,468,-111.557503145,0,-100,False
12303,469,-123.794285965,0,-100,False
12315,470,-129.27588335500002,0,-100,False
12336,471,-155.81770461833332,0,-100,False
12351,472,-135.34695714,0,-100,False
12391,473,-456.5006923799999,7,3435.547453,False
12397,474,-112.29596008333334,0,-100,False
12410,475,-125.5958278,0,-100,False
12423,476,-145.28667637666666,0,-100,False
12463,477,-134.51527732666668,0,3847.366475,False
12470,478,-109.53850456,0,-100,False
12512,479,-177.6494531616667,0,1797.559133,False
12552,480,-106.72827924666669,0,2590.462608,False
12560,481,-118.55703688166666,0,-100,False
12584,482,-134.25641005333335,0,-100,False
12593,483,-116.18093375333333,0,-100,False
12611,484,-155.57005768166667,0,-100,False
12618,485,-107.48895657333334,0,-100,False
12631,486,-129.19845094666667,0,-100,False
12670,487,-72.18018090166666,0,3001.721943,False
12678,488,-112.74224366666667,0,-100,False
12717,489,-113.03517541666668,0,2951.738142,False
12729,490,-146.89103625833332,0,-100,False
12768,491,-106.25546559,0,3314.221345,False
12808,492,-133.21366673499998,1,2535.958086,False
12825,493,-133.45669430499998,0,-100,False
12865,494,-97.3377373,0,3377.79121,False
12873,495,-117.27293952,0,-100,False
12885,496,-113.48302139833334,0,-100,False
12894,497,-118.12119117666667,0,-100,False
12901,498,-108.003042265,0,-100,False
12941,499,-114.78031971000001,0,2054.324778,False
12947,500,-109.14228890833334,0,-100,False
12965,501,-132.91165296333332,0,-100,False
12994,502,-181.42060015333334,0,-100,False
13014,503,-156.71322029333334,0,-100,False
13054,504,-134.12216446499997,1,2439.508401,False
13095,505,-144.38408582333335,1,2765.35465,False
13114,506,-138.06822624,0,-100,False
13154,507,-203.53965684166667,2,2915.603972,False
13192,508,-141.39667827166667,0,2908.284004,False
13205,509,-125.34679043,0,-100,False
13213,510,-118.41474087333333,0,-100,False
13224,511,-130.268583915,0,-100,False
13235,512,-136.65702984,0,-100,False
13274,513,-100.83715402499999,0,3156.141557,False
13284,514,-112.467066115,0,-100,False
13291,515,-111.48038548166667,0,-100,False
13298,516,-109.55074455666667,0,-100,False
13310,517,-139.56602649,0,-100,False
13353,518,-120.19013994833338,0,1893.425288,False
13393,519,-132.16941514666667,1,2401.999446,False
13401,520,-111.82288931666666,0,-100,False
13439,521,-119.54474146500002,0,3248.768352,False
13453,522,-138.59927848833334,0,-100,False
13460,523,-115.33811274,0,-100,False
13475,524,-131.72502784,0,-100,False
13515,525,-84.44366743166665,0,2595.972095,False
13524,526,-125.68374284000001,0,-100,False
13536,527,-135.21121991166666,0,-100,False
13558,528,-141.91140147333334,0,-100,False
13566,529,-117.940675625,0,-100,False
13606,530,-87.20883610500002,0,2749.243509,False
13613,531,-115.17535823333333,0,-100,False
13653,532,-116.38160831833333,0,2726.680918,False
13695,533,-134.90544071,1,2076.433595,False
13735,534,-69.35636381333333,0,1922.505671,False
13743,535,-118.90021402333333,0,-100,False
13754,536,-133.57607385666665,0,-100,False
13796,537,-147.27079318666665,0,2106.360205,False
13804,538,-111.64143991833333,0,-100,False
13817,539,-143.38897921,0,-100,False
13857,540,-197.50799177999994,2,3328.154274,False
13864,541,-115.8957066,0,-100,False
13904,542,-114.01733129666667,0,3414.726351,False
13913,543,-117.60774188666667,0,-100,False
13921,544,-113.59170587,0,-100,False
13931,545,-124.82871579,0,-100,False
13972,546,-80.12103298333335,0,1032.392949,False
13988,547,-138.56127180333334,0,-100,False
14029,548,-188.36096897000002,1,2680.126808,False
14068,549,-174.79807006833332,2,3166.58955,False
14075,550,-115.269154415,0,-100,False
14116,551,-89.77348244333335,0,2270.788464,False
14123,552,-113.37376052,0,-100,False
14132,553,-125.08618014333334,0,-100,False
14143,554,-123.58449432,0,-100,False
14152,555,-122.72134170333334,0,-100,False
14191,556,-78.487018355,0,2908.927053,False
14205,557,-139.1864956516667,0,-100,False
14246,558,-168.51486113833334,0,3207.225679,False
14256,559,-125.29711101666666,0,-100,False
14296,560,-177.82225886,2,2856.215537,False
14307,561,-129.88688631666668,0,-100,False
14315,562,-115.9033981,0,-100,False
14354,563,-127.954066845,0,4017.86905,False
14364,564,-130.665524775,0,-100,False
14405,565,-83.52893995166667,0,2480.100472,False
14413,566,-119.98750730666666,0,-100,False
14424,567,-127.49037746666667,0,-100,False
14436,568,-121.96392061333333,0,-100,False
14442,569,-106.91526095,0,-100,False
14482,570,-85.31815546499999,0,3262.511994,False
14488,571,-105.70214195166666,0,-100,False
14528,572,-120.14789579000004,0,3383.891095,False
14539,573,-126.46255110333334,0,-100,False
14550,574,-129.13815621333333,0,-100,False
14556,575,-109.56371493333333,0,-100,False
14563,576,-108.32679557833333,0,-100,False
14604,577,-167.525597695,0,2710.35537,False
14611,578,-108.99770631999999,0,-100,False
14622,579,-119.04249157666666,0,-100,False
14663,580,-152.86363217333331,0,3438.444129,False
14676,581,-130.70865596666667,0,-100,False
14684,582,-121.89036577333333,0,-100,False
14704,583,-188.22091876833332,1,-100,False
14722,584,-138.70843988833334,0,-100,False
14763,585,-122.80627323666667,0,3320.23619,False
14776,586,-139.62608568833332,0,-100,False
14783,587,-114.57546597666666,0,-100,False
14795,588,-131.85349049,0,-100,False
14803,589,-113.850652425,0,-100,False
14814,590,-138.43570400000002,0,-100,False
14824,591,-121.68577475000001,0,-100,False
14833,592,-116.05324970666666,0,-100,False
14841,593,-113.71775235166666,0,-100,False
14881,594,-87.66763926166666,0,3011.350916,False
14921,595,-235.99935232500005,3,2082.773779,False
14931,596,-122.41044915500001,0,-100,False
14947,597,-129.17991460166667,0,-100,False
14957,598,-119.91261381000001,0,-100,False
14968,599,-126.14799791833333,0,-100,False
15008,600,-177.66960032833333,2,3009.447445,False
15022,601,-143.03415180666667,0,-100,False
15061,602,-90.94373847666665,0,2893.897828,False
15071,603,-112.57557345833334,0,-100,False
15087,604,-144.99874144,0,-100,False
15128,605,-124.32615027833332,0,2767.357438,False
15137,606,-115.70711582,0,-100,False
15160,607,-176.24845229666667,0,-100,False
15170,608,-115.92741942166667,0,-100,False
15179,609,-117.1158898,0,-100,False
15192,610,-145.03403498333333,0,-100,False
15202,611,-131.21567469000001,0,-100,False
15213,612,-130.32355716666666,0,-100,False
15227,613,-141.160455205,0,-100,False
15236,614,-116.71455866,0,-100,False
15250,615,-140.00890673,0,-100,False
15289,616,-122.81982221666667,0,2868.213095,False
15303,617,-129.51539637833335,0,-100,False
15312,618,-112.83332568,0,-100,False
15320,619,-119.05490311666667,0,-100,False
15331,620,-129.80999632833334,0,-100,False
15339,621,-114.82430124333334,0,-100,False
15350,622,-125.58569756333334,0,-100,False
15362,623,-134.81435535166668,0,-100,False
15373,624,-122.47952480166667,0,-100,False
15393,625,-145.93776959833332,0,-100,False
15408,626,-120.44920157166666,0,-100,False
15449,627,-140.45946883666667,0,3500.253783,False
15489,628,-90.28299660333334,0,2883.087838,False
15527,629,-133.431890535,0,2950.080715,False
15567,630,-143.80348837333332,1,2248.471914,False
15583,631,-165.06553599,0,-100,False
15622,632,-100.472151175,0,3353.634718,False
15634,633,-132.881260535,0,-100,False
15673,634,-101.04146720666665,0,3229.655738,False
15685,635,-117.52933112666666,0,-100,False
15697,636,-132.05127557833333,0,-100,False
